Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
AB,Barath,10,26.42,968,51.85,Right-hand bat,1.0,-,-,4.00,rob,
KC,Brathwaite,7,24.92,1071,32.58,Right-hand bat,7.4,50.00,46.0,6.52,rob,
KA,Edwards,7,50.53,1392,47.19,Right-hand bat,4.0,-,-,4.75,rob,
DM,Bravo,14,51.58,2586,47.87,Left-hand bat,-,-,-,-,rm,
S,Chanderpaul,138,49.61,23058,42.60,Left-hand bat,290.0,98.11,193.3,3.04,rls,
N,Deonarine,9,29.42,1056,39.01,Left-hand bat,113.5,41.87,85.3,2.94,rob,
CS,Baugh,19,18.45,1099,52.04,Right-hand bat,-,-,-,-,rls,
DJG,Sammy,22,17.92,1031,66.05,Right-hand bat,659.4,30.08,63.8,2.82,rm,
KAJ,Roach,15,10.10,613,32.95,Right-hand bat,471.4,31.66,58.9,3.22,rfm,
FH,Edwards,52,6.55,1332,28.52,Right-hand bat,1499.1,37.68,57.6,3.92,rf,
D,Bishoo,11,13.00,331,43.20,Left-hand bat,507.4,39.55,76.1,3.11,rls,
EJM,Cowan,5,31.75,574,44.25,Left-hand bat,-,-,-,-,rls,
DA,Warner,7,48.30,604,79.96,Left-hand bat,13.0,29.00,39.0,4.46,rls,
SR,Watson,33,38.37,4305,51.70,Right-hand bat,554.2,28.36,57.3,2.96,rfm,
RT,Ponting,163,53.08,22409,58.98,Right-hand bat,95.5,54.60,115.0,2.84,rm,
MJ,Clarke,81,49.48,10928,54.79,Right-hand bat,319.0,38.41,79.7,2.89,lo,
MEK,Hussey,71,50.62,11252,49.49,Left-hand bat,79.0,36.83,79.0,2.79,rm,
MS,Wade,1,23.00,125,36.80,Left-hand bat,-,-,-,-,rm,
PM,Siddle,32,15.86,1158,50.69,Right-hand bat,1117.4,29.27,57.3,3.06,rfm,
RJ,Harris,11,19.90,354,56.21,Right-hand bat,360.2,22.63,47.0,2.88,rf,
BW,Hilfenhaus,22,15.35,540,56.85,Right-hand bat,848.3,28.33,58.5,2.90,rfm,
NM,Lyon,11,13.57,230,41.30,Right-hand bat,311.2,31.50,62.2,3.03,rob,
