Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
MH,Richardson,31,46.32,6143,37.70,Left-hand bat,10.0,17.00,60.0,1.70,lo,
MHW,Papps,3,17.20,266,32.33,Right-hand bat,-,-,-,-,-,
SP,Fleming,82,38.08,11602,43.32,Left-hand bat,-,-,-,-,-,
MS,Sinclair,21,38.54,2715,44.01,Right-hand bat,4.0,-,-,3.25,rm,
SB,Styris,12,46.36,1768,49.83,Right-hand bat,184.0,57.20,110.4,3.10,rm,
BB,McCullum,3,36.75,298,49.32,Right-hand bat,-,-,-,-,-,
CL,Cairns,59,33.97,5649,55.93,Right-hand bat,1852.1,29.27,53.9,3.25,rfm,
JDP,Oram,10,42.50,1175,50.63,Left-hand bat,314.2,26.68,65.0,2.46,rfm,
DL,Vettori,53,20.54,2686,48.95,Left-hand bat,2179.2,37.80,84.9,2.67,lo,
MJ,Mason,1,1.50,33,9.09,Right-hand bat,22.0,-,-,4.77,rfm,
CS,Martin,13,1.75,94,14.89,Right-hand bat,418.2,28.38,48.2,3.52,rfm,
GC,Smith,24,58.67,3378,64.26,Left-hand bat,56.5,61.66,113.6,3.25,rob,
HH,Gibbs,59,49.40,9150,51.28,Right-hand bat,-,-,-,-,-,
JA,Rudolph,14,49.05,2116,46.36,Left-hand bat,53.0,108.00,159.0,4.07,rls,
G,Kirsten,101,45.27,16783,43.43,Left-hand bat,58.1,71.00,174.5,2.44,rob,
M,van Jaarsveld,5,42.60,391,54.47,Right-hand bat,-,-,-,-,-,
JH,Kallis,78,54.07,13998,41.72,Right-hand bat,1806.0,30.42,66.4,2.74,rfm,
MV,Boucher,74,30.85,5205,52.16,Right-hand bat,-,-,-,-,rm,
SM,Pollock,83,33.36,5691,51.01,Right-hand bat,3120.1,21.46,55.2,2.33,rfm,
N,Boje,23,23.96,1530,42.28,Left-hand bat,705.1,30.45,68.2,2.67,lo,
M,Ntini,45,10.53,622,50.80,Right-hand bat,1529.5,29.67,56.3,3.16,rf,
A,Nel,10,2.14,76,19.73,Right-hand bat,356.1,31.11,59.3,3.14,rfm,
