Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
AN,Cook,129,46.89,21917,46.42,Left-hand bat,3.0,7.00,18.0,2.33,-,
AD,Hales,7,32.92,968,44.21,Right-hand bat,3.0,-,-,0.66,rm,
NRD,Compton,16,28.70,2150,36.04,Right-hand bat,-,-,-,-,rob,
JE,Root,42,52.92,6503,53.71,Right-hand bat,208.5,52.66,104.4,3.02,rob,
JM,Vince,3,13.50,104,51.92,Right-hand bat,2.0,-,-,5.00,rm,
JM,Bairstow,27,39.77,2828,56.25,Right-hand bat,-,-,-,-,rm,
MM,Ali,26,30.75,2304,49.39,Left-hand bat,738.0,41.28,67.0,3.69,rob,
CR,Woakes,8,29.25,441,53.06,Right-hand bat,207.5,41.25,77.9,3.17,rfm,
SCJ,Broad,94,22.50,3896,66.42,Left-hand bat,3241.3,28.52,56.3,3.03,rfm,
ST,Finn,32,11.00,791,29.20,Right-hand bat,952.3,28.33,47.6,3.56,rfm,
JM,Anderson,116,10.34,2580,40.50,Left-hand bat,4294.1,28.33,56.7,2.99,rfm,
FDM,Karunaratne,28,34.33,3527,49.64,Left-hand bat,2.0,-,-,2.50,rm,
JK,Silva,27,31.94,3904,40.90,Right-hand bat,-,-,-,-,-,
BKG,Mendis,6,30.81,633,53.55,Right-hand bat,-,-,-,-,-,
HDRL,Thirimanne,26,24.00,2715,38.89,Left-hand bat,14.0,-,-,3.64,rmf,
AD,Mathews,59,48.70,8281,49.99,Right-hand bat,574.0,51.12,111.0,2.76,rm,
LD,Chandimal,28,44.60,3537,56.74,Right-hand bat,-,-,-,-,rob,
MDKJ,Perera,4,35.16,303,69.63,Left-hand bat,-,-,-,-,-,
HMRKB,Herath,70,14.12,2351,49.25,Left-hand bat,3293.5,30.18,65.0,2.78,lo,
RMS,Eranga,19,12.86,469,41.15,Right-hand bat,648.3,37.50,68.2,3.29,rfm,
RAS,Lakmal,28,7.66,534,38.76,Right-hand bat,867.2,49.38,88.2,3.35,rfm,
N,Pradeep,20,4.50,247,36.43,Right-hand bat,626.3,43.63,72.2,3.62,rfm,
