Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
AN,Cook,124,46.77,21189,46.35,Left-hand bat,3.0,7.00,18.0,2.33,-,
AD,Hales,2,25.25,272,37.13,Right-hand bat,3.0,-,-,0.66,rm,
NRD,Compton,11,35.42,1898,35.45,Right-hand bat,-,-,-,-,rob,
JE,Root,37,54.16,6027,53.02,Right-hand bat,202.3,50.08,101.2,2.96,rob,
JWA,Taylor,5,29.44,641,41.34,Right-hand bat,-,-,-,-,rls,
BA,Stokes,21,33.73,1858,68.99,Left-hand bat,547.5,41.93,69.9,3.59,rfm,
JM,Bairstow,22,33.67,2165,52.88,Right-hand bat,-,-,-,-,rm,
MM,Ali,21,26.84,1854,46.33,Left-hand bat,631.0,38.21,62.0,3.69,rob,
D,Elgar,23,38.90,2580,45.23,Left-hand bat,138.1,45.36,75.3,3.61,lo,
S,van Zyl,10,29.36,573,56.36,Left-hand bat,61.1,23.16,61.1,2.27,rm,
HM,Amla,90,51.13,14221,49.98,Right-hand bat,9.0,-,-,4.11,-,
AB,de Villiers,104,51.52,14973,53.68,Right-hand bat,34.0,52.00,102.0,3.05,rm,
F,du Plessis,28,42.35,4140,39.90,Right-hand bat,13.0,-,-,5.30,rls,
T,Bavuma,7,35.28,545,45.32,Right-hand bat,-,-,-,-,rm,
Q,de Kock,7,29.88,478,56.27,Left-hand bat,-,-,-,-,-,
CH,Morris,1,69.00,111,62.16,Right-hand bat,40.0,87.00,120.0,4.35,rfm,
K,Rabada,4,8.00,61,26.22,Left-hand bat,91.5,57.16,91.8,3.73,rf,
SCJ,Broad,89,23.35,3800,67.00,Left-hand bat,3070.2,28.95,57.2,3.03,rfm,
JM,Anderson,111,10.37,2557,40.16,Left-hand bat,4114.1,29.07,57.8,3.01,rfm,
ST,Finn,28,11.87,649,29.27,Right-hand bat,872.3,28.53,47.5,3.59,rfm,
DL,Piedt,4,4.00,93,21.50,Right-hand bat,200.0,32.76,57.1,3.44,rob,
M,Morkel,69,11.67,1538,49.34,Left-hand bat,2213.0,29.51,56.7,3.12,rf,
