Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
RJ,Burns,1,16.00,77,41.55,Left-hand bat,-,-,-,-,rm,
KK,Jennings,13,29.47,1480,45.81,Left-hand bat,8.0,-,-,3.25,rmf,
MM,Ali,53,31.53,5095,51.36,Left-hand bat,1606.2,37.90,62.9,3.61,rob,
JE,Root,75,50.53,11440,55.21,Right-hand bat,298.0,47.05,94.1,3.00,rob,
BA,Stokes,47,33.90,4794,59.40,Left-hand bat,1116.0,33.29,59.2,3.37,rfm,
JC,Buttler,26,35.97,2311,59.15,Right-hand bat,-,-,-,-,-,
BT,Foakes,1,72.00,236,61.01,Right-hand bat,-,-,-,-,-,
SM,Curran,6,37.77,578,58.82,Left-hand bat,102.5,23.78,44.0,3.23,lmf,
AU,Rashid,16,19.52,1102,40.74,Right-hand bat,538.1,39.68,63.3,3.76,rls,
MJ,Leach,2,22.50,105,42.85,Left-hand bat,90.0,30.57,77.1,2.37,lo,
JM,Anderson,144,9.82,2880,39.93,Left-hand bat,5272.0,26.89,55.9,2.88,rfm,
FDM,Karunaratne,52,36.82,7350,48.59,Left-hand bat,24.0,97.00,144.0,4.04,rm,
JK,Silva,38,29.01,5191,40.24,Right-hand bat,-,-,-,-,-,
DM,de Silva,18,37.00,2152,56.73,Right-hand bat,144.1,77.00,123.5,3.73,rob,
BKG,Mendis,30,36.62,3638,58.38,Right-hand bat,13.0,55.00,78.0,4.23,-,
AD,Mathews,76,43.51,10407,49.75,Right-hand bat,638.0,52.66,116.0,2.72,rm,
LD,Chandimal,49,44.28,7350,50.01,Right-hand bat,-,-,-,-,rob,
N,Dickwella,23,30.46,1805,69.19,Left-hand bat,-,-,-,-,-,
MDK,Perera,32,20.86,2101,49.64,Right-hand bat,1345.2,32.36,61.1,3.17,rob,
A,Dananjaya,4,16.00,179,53.63,Left-hand bat,129.5,24.21,41.0,3.54,rob,
RAS,Lakmal,50,11.36,1319,49.12,Right-hand bat,1521.0,40.31,76.0,3.18,rfm,
HMRKB,Herath,93,14.64,3405,49.89,Left-hand bat,4332.1,28.07,60.0,2.80,lo,
