Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
SR,Watson,19,38.06,2367,51.45,Right-hand bat,316.3,31.15,59.3,3.15,rfm,
SM,Katich,51,47.67,7966,49.67,Left-hand bat,168.1,29.38,48.0,3.66,lc,
RT,Ponting,145,54.83,20079,59.53,Right-hand bat,89.5,48.40,107.8,2.69,rm,
MJ,Clarke,61,50.96,8270,53.61,Right-hand bat,272.4,39.10,81.8,2.86,lo,
MEK,Hussey,51,52.21,8231,48.20,Left-hand bat,30.0,51.50,90.0,3.43,rm,
MJ,North,16,40.20,1965,49.10,Left-hand bat,155.4,36.16,77.8,2.78,rob,
TD,Paine,1,27.00,131,41.22,Right-hand bat,-,-,-,-,rm,
SPD,Smith,1,6.50,24,54.16,Right-hand bat,21.0,17.00,42.0,2.42,rls,
MG,Johnson,35,24.53,1584,60.41,Left-hand bat,1374.0,28.53,52.8,3.23,lf,
BW,Hilfenhaus,10,17.85,207,60.38,Right-hand bat,356.5,30.10,57.8,3.12,rfm,
DE,Bollinger,9,6.66,110,36.36,Left-hand bat,317.1,24.00,46.4,3.10,lfm,
Imran,Farhat,34,33.31,4308,48.72,Left-hand bat,57.1,81.33,114.3,4.26,rls,
Salman,Butt,28,32.75,3654,46.60,Left-hand bat,22.5,106.00,137.0,4.64,rob,
Azhar,Ali,1,29.00,130,44.61,Right-hand bat,-,-,-,-,rls,
Umar,Amin,1,17.00,58,58.62,Left-hand bat,-,-,-,-,rm,
Umar,Akmal,7,43.21,895,67.59,Right-hand bat,-,-,-,-,-,
Kamran,Akmal,49,33.28,4096,63.37,Right-hand bat,-,-,-,-,-,
Shahid,Afridi,27,36.51,1973,86.97,Right-hand bat,532.2,35.60,66.5,3.21,rls,
Mohammad,Amir,9,14.71,684,30.11,Left-hand bat,306.5,41.16,73.6,3.35,lf,
Umar,Gul,27,9.51,744,44.75,Right-hand bat,957.2,33.83,56.8,3.56,rfm,
Danish,Kaneria,59,6.57,684,47.07,Right-hand bat,2894.3,34.21,67.3,3.04,rls,
Mohammad,Asif,18,6.05,359,30.36,Left-hand bat,690.4,23.21,46.5,2.99,rfm,
