Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
JL,Langer,43,41.80,5850,47.88,Left-hand bat,1.0,-,-,3.00,rm,
ML,Hayden,22,40.77,2580,56.89,Left-hand bat,9.0,-,-,4.44,rm,
RT,Ponting,48,42.79,5382,53.27,Right-hand bat,58.5,37.00,88.2,2.51,rm,
ME,Waugh,117,42.67,14470,51.90,Right-hand bat,738.0,39.67,80.5,2.95,-,
SR,Waugh,140,51.60,19412,47.85,Right-hand bat,1195.5,35.74,80.6,2.66,rm,
DR,Martyn,17,48.76,1881,54.43,Right-hand bat,8.0,-,-,1.50,rm,
AC,Gilchrist,23,52.57,1864,78.96,Left-hand bat,-,-,-,-,rob,
SK,Warne,93,14.76,3232,52.53,Right-hand bat,4300.3,26.19,62.9,2.49,rls,
B,Lee,13,26.11,399,58.89,Right-hand bat,382.4,22.64,40.2,3.37,rf,
JN,Gillespie,27,15.84,1394,28.40,Right-hand bat,839.1,25.00,47.9,3.12,rf,
MH,Richardson,10,52.86,1963,40.39,Left-hand bat,10.0,17.00,60.0,1.70,lo,
MD,Bell,12,22.85,1371,35.01,Right-hand bat,-,-,-,-,rob,
MS,Sinclair,14,47.57,2268,44.04,Right-hand bat,4.0,-,-,3.25,rm,
SP,Fleming,61,36.89,8593,42.51,Left-hand bat,-,-,-,-,-,
NJ,Astle,47,35.88,5817,46.26,Right-hand bat,673.1,49.60,134.6,2.21,rm,
CD,McMillan,32,42.51,3742,55.66,Right-hand bat,325.5,43.76,93.0,2.82,rm,
CL,Cairns,50,33.03,5025,53.25,Right-hand bat,1605.3,29.20,54.4,3.22,rfm,
AC,Parore,71,25.75,6889,38.13,Right-hand bat,-,-,-,-,-,
DJ,Nash,32,23.51,2102,34.68,Right-hand bat,1032.4,28.48,66.6,2.56,rfm,
DL,Vettori,32,18.07,1664,42.36,Left-hand bat,1398.1,33.31,79.1,2.52,lo,
GD,McGrath,76,6.76,1016,39.27,Right-hand bat,3037.4,21.63,50.7,2.55,rfm,
SB,O'Connor,19,5.72,524,19.65,Left-hand bat,611.1,32.52,69.1,2.82,lfm,
