Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
AJ,Strauss,59,43.61,9285,49.32,Left-hand bat,-,-,-,-,lm,
AN,Cook,40,44.08,6498,46.81,Left-hand bat,1.0,-,-,1.00,-,
OA,Shah,5,29.37,519,45.27,Right-hand bat,5.0,-,-,6.20,rob,
KP,Pietersen,49,50.97,6920,62.61,Right-hand bat,119.3,128.25,179.2,4.29,rob,
PD,Collingwood,45,42.73,6691,45.98,Right-hand bat,236.3,55.00,101.3,3.25,rm,
RS,Bopara,4,24.33,216,67.59,Right-hand bat,39.0,147.00,234.0,3.76,rm,
TR,Ambrose,11,29.80,963,46.41,Right-hand bat,-,-,-,-,-,
SCJ,Broad,14,29.00,767,56.71,Left-hand bat,457.2,41.91,78.4,3.20,rfm,
DS,Smith,28,24.78,2521,46.21,Left-hand bat,-,-,-,-,rob,
CH,Gayle,79,39.81,9251,57.23,Left-hand bat,1071.5,40.44,93.2,2.60,rob,
RR,Sarwan,78,43.02,11859,46.43,Right-hand bat,336.0,50.26,87.6,3.44,rls,
RO,Hinds,13,22.90,1106,41.41,Left-hand bat,230.4,72.11,153.7,2.81,lo,
S,Chanderpaul,118,49.40,19367,43.10,Left-hand bat,280.0,105.62,210.0,3.01,rls,
BP,Nash,6,41.57,731,39.80,Left-hand bat,27.0,78.00,162.0,2.88,lm,
D,Ramdin,33,23.40,2490,46.98,Right-hand bat,-,-,-,-,-,
JE,Taylor,26,17.38,1033,57.21,Right-hand bat,766.3,34.29,58.2,3.53,rf,
SJ,Benn,7,12.55,206,54.85,Left-hand bat,309.4,47.40,92.9,3.06,lo,
DBL,Powell,36,8.14,1109,36.69,Right-hand bat,1163.3,47.48,83.1,3.42,rfm,
JM,Anderson,34,14.19,879,33.90,Left-hand bat,1138.2,35.85,60.4,3.55,rfm,
GP,Swann,4,10.33,53,58.49,Right-hand bat,214.1,30.00,61.1,2.94,rob,
RJ,Sidebottom,21,16.55,880,33.86,Left-hand bat,771.0,27.70,60.0,2.76,lfm,
FH,Edwards,40,4.81,881,24.06,Right-hand bat,1119.3,39.50,59.4,3.98,rf,
