Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
AN,Cook,145,46.83,24615,46.99,Left-hand bat,3.0,7.00,18.0,2.33,-,
MD,Stoneman,1,8.00,6,133.33,Left-hand bat,-,-,-,-,rob,
T,Westley,3,26.00,315,41.26,Right-hand bat,-,-,-,-,rob,
JE,Root,58,54.07,9241,56.17,Right-hand bat,241.5,48.93,96.7,3.03,rob,
DJ,Malan,3,20.00,233,42.91,Left-hand bat,1.0,-,-,7.00,rls,
BA,Stokes,37,34.01,3503,63.11,Left-hand bat,899.1,35.32,62.0,3.41,rfm,
JM,Bairstow,43,40.92,4953,56.18,Right-hand bat,-,-,-,-,rm,
MM,Ali,42,34.58,4153,52.46,Left-hand bat,1248.0,36.49,59.4,3.68,rob,
TS,Roland-Jones,3,23.00,96,71.87,Right-hand bat,67.2,19.35,28.8,4.02,rmf,
KC,Brathwaite,38,35.14,5568,42.29,Right-hand bat,192.0,53.25,96.0,3.32,rob,
KOA,Powell,25,26.87,2561,49.31,Left-hand bat,-,-,-,-,-,
KA,Hope,1,18.50,62,59.67,Right-hand bat,-,-,-,-,rob,
SD,Hope,11,18.61,1061,36.85,Right-hand bat,-,-,-,-,-,
RL,Chase,11,44.23,1727,43.54,Right-hand bat,302.1,47.66,86.3,3.31,rob,
J,Blackwood,23,32.94,2064,59.06,Right-hand bat,40.0,82.50,120.0,4.12,rob,
SO,Dowrich,12,26.35,1122,46.96,Right-hand bat,-,-,-,-,-,
JO,Holder,24,29.23,1737,57.22,Right-hand bat,621.5,37.71,88.8,2.54,rmf,
KAJ,Roach,38,10.31,1570,33.50,Right-hand bat,1157.5,30.44,56.0,3.26,rfm,
AS,Joseph,6,3.72,140,29.28,Right-hand bat,187.5,38.86,75.1,3.10,rfm,
ML,Cummins,6,5.00,96,31.25,Left-hand bat,142.2,45.00,77.6,3.47,rfm,
SCJ,Broad,107,20.96,4228,65.46,Left-hand bat,3647.1,28.47,56.9,2.99,rfm,
JM,Anderson,127,10.10,2704,41.12,Left-hand bat,4620.4,27.71,56.3,2.95,rfm,
