Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
Hannan,Sarkar,7,28.00,674,58.16,Right-hand bat,-,-,-,-,rm,
Javed,Omar,14,23.37,1812,34.82,Right-hand bat,1.0,-,-,12.00,rls,
Habibul,Bashar,21,33.21,2400,56.75,Right-hand bat,39.0,-,-,5.00,rob,
Mohammad,Ashraful,13,19.72,1257,39.22,Right-hand bat,92.0,83.20,110.4,4.52,rob,
Sanwar,Hossain,8,20.43,704,46.44,Right-hand bat,60.0,52.80,72.0,4.40,rob,
Alok,Kapali,9,21.17,731,49.24,Right-hand bat,140.4,188.33,281.3,4.01,rls,
Khaled,Mashud,18,16.62,1591,30.29,Right-hand bat,-,-,-,-,-,
Khaled,Mahmud,7,11.25,249,54.21,Right-hand bat,114.0,406.00,684.0,3.56,rm,
Tapash,Baisya,9,9.14,309,41.42,Right-hand bat,232.2,59.73,92.9,3.85,rfm,
Mashrafe,Mortaza,8,7.50,131,80.15,Right-hand bat,196.4,37.16,65.5,3.40,rfm,
Anwar,Hossain Monir,1,4.00,9,44.44,Right-hand bat,21.0,-,-,4.52,rfm,
JL,Langer,65,45.86,8887,52.12,Left-hand bat,1.0,-,-,3.00,rm,
ML,Hayden,44,52.00,5948,59.44,Left-hand bat,9.0,-,-,4.44,rm,
RT,Ponting,69,51.11,8450,57.46,Right-hand bat,66.5,42.75,100.2,2.55,rm,
DS,Lehmann,14,50.78,1563,61.74,Left-hand bat,46.0,29.00,69.0,2.52,lo,
SR,Waugh,162,51.07,21715,48.45,Right-hand bat,1252.5,36.48,82.6,2.64,rm,
ML,Love,5,46.60,476,48.94,Right-hand bat,-,-,-,-,rob,
AC,Gilchrist,45,58.80,3557,82.65,Left-hand bat,-,-,-,-,rob,
B,Lee,33,20.67,989,58.54,Right-hand bat,1056.1,29.63,50.6,3.50,rf,
JN,Gillespie,45,14.38,1760,29.43,Right-hand bat,1497.5,24.92,51.6,2.89,rf,
SCG,MacGill,25,9.07,529,44.61,Right-hand bat,1133.1,26.21,51.9,3.03,rls,
GD,McGrath,95,6.61,1142,39.40,Right-hand bat,3729.0,21.71,52.0,2.50,rfm,
