Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
AN,Cook,155,45.65,25738,47.00,Left-hand bat,3.0,7.00,18.0,2.33,-,
MD,Stoneman,11,27.68,1188,44.27,Left-hand bat,-,-,-,-,rob,
JE,Root,68,52.34,10695,55.30,Right-hand bat,288.0,45.63,90.9,3.01,rob,
DJ,Malan,13,29.04,1613,41.41,Left-hand bat,26.0,-,-,2.69,rls,
JM,Bairstow,53,38.60,6028,55.07,Right-hand bat,-,-,-,-,rm,
BA,Stokes,42,34.85,4163,61.95,Left-hand bat,987.4,33.83,60.4,3.35,rfm,
JC,Buttler,19,32.03,1565,55.27,Right-hand bat,-,-,-,-,-,
DM,Bess,1,31.00,120,51.66,Right-hand bat,20.4,-,-,4.25,rob,
MA,Wood,12,17.11,489,59.50,Right-hand bat,381.0,41.73,76.2,3.28,rf,
SCJ,Broad,117,20.09,4522,65.76,Left-hand bat,4030.4,29.15,58.8,2.97,rfm,
JM,Anderson,137,9.82,2808,40.24,Left-hand bat,5041.2,27.34,56.5,2.90,rfm,
Azhar,Ali,64,45.51,12489,41.54,Right-hand bat,138.3,73.62,103.8,4.25,rls,
Imam-ul-Haq,,2,51.50,197,52.28,Left-hand bat,-,-,-,-,-,
Haris,Sohail,4,41.71,590,49.49,Left-hand bat,34.0,18.80,40.8,2.76,lo,
Asad,Shafiq,60,39.74,7836,47.67,Right-hand bat,37.4,63.00,113.0,3.34,rob,
Babar,Azam,13,28.00,1334,46.17,Right-hand bat,-,-,-,-,rob,
Sarfaraz,Ahmed,40,38.70,3128,71.77,Right-hand bat,-,-,-,-,rob,
Shadab,Khan,3,32.00,241,53.11,Right-hand bat,109.0,48.00,93.4,3.08,rls,
Faheem,Ashraf,2,60.00,153,78.43,Left-hand bat,41.0,64.00,123.0,3.12,rm,
Mohammad,Amir,32,13.64,1829,37.28,Left-hand bat,1141.1,31.16,65.2,2.86,lf,
Hasan,Ali,3,20.00,53,113.20,Right-hand bat,105.3,27.30,63.3,2.58,rmf,
Mohammad,Abbas,7,5.00,162,12.34,Right-hand bat,272.2,16.62,40.8,2.44,rmf,
