Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
GC,Smith,14,65.70,2010,65.37,Left-hand bat,16.0,40.00,96.0,2.50,rob,
HH,Gibbs,49,43.50,6867,49.41,Right-hand bat,-,-,-,-,-,
G,Kirsten,92,43.75,15230,42.52,Left-hand bat,56.1,70.50,168.5,2.51,rob,
JH,Kallis,68,49.17,11576,39.50,Right-hand bat,1539.4,27.96,62.4,2.68,rfm,
ND,McKenzie,32,35.12,3971,41.57,Right-hand bat,9.0,-,-,6.00,rm,
JA,Rudolph,6,52.12,814,51.22,Left-hand bat,2.0,1.00,12.0,0.50,rls,
MV,Boucher,64,31.62,4540,51.54,Right-hand bat,-,-,-,-,rm,
AJ,Hall,7,33.00,423,62.41,Right-hand bat,171.5,24.28,49.0,2.96,rfm,
M,Zondeki,1,33.00,160,41.25,Right-hand bat,4.5,-,-,5.17,rf,
M,Ntini,35,9.95,407,51.35,Right-hand bat,1106.0,28.50,54.3,3.14,rf,
D,Pretorius,4,7.33,41,53.65,Right-hand bat,95.0,71.66,95.0,4.52,rf,
ME,Trescothick,37,39.28,4932,50.97,Left-hand bat,20.0,52.00,120.0,2.60,rm,
MP,Vaughan,34,47.37,5106,51.95,Right-hand bat,104.0,69.80,124.8,3.35,rob,
MA,Butcher,56,35.42,8050,43.56,Left-hand bat,147.1,34.86,58.8,3.55,rm,
N,Hussain,87,37.11,12857,40.41,Right-hand bat,5.0,-,-,3.00,rls,
ET,Smith,2,17.75,133,53.38,Right-hand bat,-,-,-,-,rmf,
AJ,Stewart,132,39.55,17308,48.67,Right-hand bat,3.2,-,-,3.90,rm,
A,Flintoff,25,24.27,1378,70.46,Right-hand bat,698.5,49.92,102.2,2.92,rfm,
MP,Bicknell,3,7.50,126,35.71,Right-hand bat,136.0,48.50,102.0,2.85,rfm,
Kabir,Ali,1,5.00,28,35.71,Right-hand bat,36.0,27.20,43.2,3.77,rmf,
RJ,Kirtley,2,4.00,82,19.51,Right-hand bat,98.5,19.92,45.6,2.62,rfm,
JM,Anderson,6,43.00,96,44.79,Left-hand bat,190.5,29.56,49.7,3.56,rfm,
