Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
Mohammad,Hafeez,10,35.66,1426,45.02,Right-hand bat,106.0,88.66,212.0,2.50,rob,
Imran,Farhat,27,33.10,3331,49.68,Left-hand bat,49.1,72.66,98.3,4.43,rls,
Yasir,Hameed,20,35.88,2231,57.91,Right-hand bat,1.0,-,-,5.00,-,
Younis,Khan,53,48.21,8050,53.30,Right-hand bat,44.0,84.50,132.0,3.84,-,
Mohammad,Yousuf,75,56.00,12405,52.82,Right-hand bat,1.0,-,-,3.00,rob,
Inzamam-ul-Haq,,119,50.07,16309,54.03,Right-hand bat,1.3,-,-,5.33,lo,
Kamran,Akmal,33,29.82,2444,62.23,Right-hand bat,-,-,-,-,-,
Mohammad,Sami,30,10.91,1231,31.03,Right-hand bat,1042.0,47.87,81.1,3.53,rf,
Shahid,Nazir,15,12.12,418,46.41,Right-hand bat,372.2,35.33,62.0,3.41,rfm,
Danish,Kaneria,46,6.96,479,48.01,Right-hand bat,2172.2,32.36,65.8,2.94,rls,
Mohammad,Asif,9,5.71,163,24.53,Left-hand bat,319.0,20.12,39.0,3.09,rfm,
HH,Dippenaar,38,30.14,4128,41.61,Right-hand bat,2.0,-,-,0.50,rob,
GC,Smith,54,47.08,7100,60.35,Left-hand bat,210.5,93.75,158.1,3.55,rob,
HM,Amla,13,25.66,1432,43.01,Right-hand bat,1.0,-,-,4.00,-,
JH,Kallis,107,55.09,19717,42.75,Right-hand bat,2382.5,31.71,67.1,2.83,rfm,
AG,Prince,29,42.85,4293,41.92,Left-hand bat,13.0,31.00,78.0,2.38,rob,
AB,de Villiers,28,35.14,3345,52.52,Right-hand bat,33.0,49.50,99.0,3.00,rm,
PL,Harris,4,4.33,88,29.54,Right-hand bat,117.1,28.54,63.9,2.67,lo,
MV,Boucher,102,30.26,7540,50.98,Right-hand bat,1.2,6.00,8.0,4.50,rm,
AJ,Hall,21,26.20,1650,46.06,Right-hand bat,500.1,35.93,66.6,3.23,rfm,
DW,Steyn,11,7.27,250,32.00,Right-hand bat,340.0,31.54,48.5,3.89,rf,
M,Ntini,75,9.98,1134,54.58,Right-hand bat,2637.4,27.48,51.3,3.20,rf,
