Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
AN,Cook,143,46.18,24086,46.78,Left-hand bat,3.0,7.00,18.0,2.33,-,
KK,Jennings,5,25.90,585,44.27,Left-hand bat,6.0,-,-,3.66,rmf,
T,Westley,1,42.00,191,43.97,Right-hand bat,-,-,-,-,rob,
JE,Root,56,53.26,8845,56.00,Right-hand bat,239.5,48.40,95.9,3.02,rob,
DJ,Malan,1,5.50,35,31.42,Left-hand bat,-,-,-,-,rls,
BA,Stokes,35,34.19,3339,63.49,Left-hand bat,871.1,34.46,60.7,3.40,rfm,
JM,Bairstow,41,40.86,4745,55.97,Right-hand bat,-,-,-,-,rm,
MM,Ali,40,34.26,4071,51.33,Left-hand bat,1191.1,37.95,61.6,3.69,rob,
TS,Roland-Jones,1,48.00,44,109.09,Right-hand bat,34.4,16.12,26.0,3.72,rmf,
SCJ,Broad,105,21.20,4215,65.38,Left-hand bat,3593.0,28.76,57.4,3.00,rfm,
JM,Anderson,125,10.14,2684,41.20,Left-hand bat,4567.4,28.20,57.0,2.96,rfm,
D,Elgar,38,40.14,5009,45.67,Left-hand bat,153.5,44.76,71.0,3.78,lo,
HG,Kuhn,3,13.00,192,40.62,Right-hand bat,-,-,-,-,-,
HM,Amla,106,48.91,16298,50.11,Right-hand bat,9.0,-,-,4.11,-,
Q,de Kock,22,46.65,2048,72.90,Left-hand bat,-,-,-,-,-,
F,du Plessis,42,43.25,5906,42.48,Right-hand bat,13.0,-,-,5.30,rls,
T,Bavuma,23,31.75,2340,44.78,Right-hand bat,15.0,51.00,90.0,3.40,rm,
CH,Morris,4,24.71,362,47.79,Right-hand bat,103.5,38.25,51.9,4.42,rfm,
KA,Maharaj,10,15.81,241,72.19,Right-hand bat,352.5,25.97,52.9,2.94,lo,
K,Rabada,19,14.68,477,49.26,Left-hand bat,575.2,24.64,42.6,3.46,rf,
M,Morkel,77,12.25,1728,51.04,Left-hand bat,2482.2,29.17,55.9,3.12,rf,
VD,Philander,46,25.78,2531,46.85,Right-hand bat,1408.2,22.45,49.4,2.72,rfm,
