Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
JL,Langer,58,44.98,7827,51.73,Left-hand bat,1.0,-,-,3.00,rm,
ML,Hayden,37,53.08,5208,59.12,Left-hand bat,9.0,-,-,4.44,rm,
RT,Ponting,63,48.80,7390,57.45,Right-hand bat,64.5,41.25,97.2,2.54,rm,
DR,Martyn,32,47.63,3775,51.73,Right-hand bat,30.0,42.00,90.0,2.80,rm,
SR,Waugh,155,49.40,20710,47.95,Right-hand bat,1213.5,35.92,80.9,2.66,rm,
ML,Love,1,-,155,43.87,Right-hand bat,-,-,-,-,rob,
AC,Gilchrist,38,56.86,3012,81.17,Left-hand bat,-,-,-,-,rob,
ME,Trescothick,30,40.98,4222,51.44,Left-hand bat,20.0,52.00,120.0,2.60,rm,
MP,Vaughan,27,49.09,4178,51.69,Right-hand bat,90.0,77.50,135.0,3.44,rob,
MA,Butcher,49,31.94,6671,42.13,Left-hand bat,119.2,41.20,71.6,3.45,rm,
N,Hussain,80,36.58,11732,40.22,Right-hand bat,5.0,-,-,3.00,rls,
RKJ,Dawson,6,12.50,319,31.34,Right-hand bat,160.0,56.40,96.0,3.52,rob,
RWT,Key,5,22.77,561,36.54,Right-hand bat,-,-,-,-,rob,
JP,Crawley,36,34.45,4432,39.64,Right-hand bat,-,-,-,-,rm,
C,White,30,24.46,2437,43.16,Right-hand bat,659.5,37.62,67.1,3.36,-,
JS,Foster,7,25.11,654,34.55,Right-hand bat,-,-,-,-,-,
AR,Caddick,61,10.44,2451,34.51,Right-hand bat,2214.4,30.28,59.3,3.06,rfm,
SJ,Harmison,4,4.33,84,30.95,Right-hand bat,152.3,46.30,91.5,3.03,rfm,
B,Lee,26,21.52,843,53.61,Right-hand bat,799.5,28.80,49.4,3.49,rf,
JN,Gillespie,38,13.09,1567,27.56,Right-hand bat,1222.0,25.56,50.9,3.01,rf,
SCG,MacGill,18,10.85,508,44.88,Right-hand bat,773.5,25.96,52.1,2.98,rls,
GD,McGrath,91,6.43,1111,38.79,Right-hand bat,3595.5,21.45,51.1,2.51,rfm,
