Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
Mohammad,Hafeez,42,39.34,5127,56.01,Right-hand bat,624.5,33.87,76.5,2.65,rob,
Sami,Aslam,2,15.66,133,35.33,Left-hand bat,-,-,-,-,rm,
Azhar,Ali,41,44.23,7849,40.57,Right-hand bat,43.0,79.00,129.0,3.67,rls,
Younis,Khan,98,53.75,16270,52.53,Right-hand bat,134.0,54.55,89.3,3.66,-,
Misbah-ul-Haq,,55,49.18,8889,43.71,Right-hand bat,-,-,-,-,rls,
Asad,Shafiq,35,41.92,4581,45.75,Right-hand bat,7.0,32.00,42.0,4.57,rob,
Sarfaraz,Ahmed,15,47.65,1287,74.04,Right-hand bat,-,-,-,-,rob,
Wahab,Riaz,10,9.50,254,37.40,Right-hand bat,281.2,32.76,56.2,3.49,lf,
Yasir,Shah,7,8.83,134,39.55,Right-hand bat,313.1,28.37,50.7,3.35,rls,
Tamim,Iqbal,39,39.73,5422,55.69,Left-hand bat,5.0,-,-,4.00,-,
Imrul,Kayes,21,26.59,2294,48.69,Left-hand bat,3.0,-,-,3.00,-,
Mominul,Haque,14,60.00,2500,55.20,Left-hand bat,53.1,192.00,319.0,3.61,lo,
Mahmudullah,,25,30.52,2703,51.94,Right-hand bat,487.3,46.41,81.2,3.42,rob,
Shakib,Al Hasan,39,40.17,4423,61.76,Left-hand bat,1586.5,33.29,67.0,2.97,lo,
Mushfiqur,Rahim,45,32.34,5510,46.37,Right-hand bat,-,-,-,-,-,
Soumya,Sarkar,2,17.50,122,57.37,Left-hand bat,27.4,104.00,166.0,3.75,rmf,
Shuvagata,Hom,6,22.66,366,55.73,Right-hand bat,117.0,52.62,87.7,3.59,rob,
Taijul,Islam,7,10.18,233,48.06,Left-hand bat,334.5,30.74,57.4,3.21,lo,
Mohammad,Shahid,2,12.50,49,51.02,Right-hand bat,60.0,30.80,72.0,2.56,rmf,
Shahadat,Hossain,38,10.01,1134,45.94,Right-hand bat,896.4,51.81,74.7,4.16,rmf,
Junaid,Khan,20,6.93,269,41.26,Right-hand bat,711.3,29.61,60.9,2.91,lf,
Imran,Khan,4,-,0,-,Right-hand bat,83.3,33.88,55.6,3.65,rmf,
