Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
S,Matsikenyeri,8,23.40,694,50.57,Right-hand bat,80.3,172.50,241.5,4.28,rob,
BG,Rogers,4,11.25,232,38.79,Left-hand bat,3.0,-,-,5.66,rob,
DD,Ebrahim,25,25.50,2935,39.96,Right-hand bat,-,-,-,-,rm,
H,Masakadza,11,28.61,1422,42.26,Right-hand bat,21.0,19.50,63.0,1.85,rm,
BRM,Taylor,6,22.75,622,43.89,Right-hand bat,6.0,-,-,4.00,rob,
T,Taibu,20,28.86,2587,40.16,Right-hand bat,8.0,27.00,48.0,3.37,rm,
E,Chigumbura,6,15.58,466,40.12,Right-hand bat,138.1,55.33,92.1,3.60,rfm,
HH,Streak,61,23.90,5186,37.33,Right-hand bat,2156.1,28.13,63.4,2.66,rfm,
AM,Blignaut,17,25.30,1098,69.12,Left-hand bat,489.0,34.94,57.5,3.64,rmf,
AG,Cremer,4,2.12,132,12.87,Right-hand bat,99.0,30.91,49.5,3.74,rls,
CB,Mpofu,4,3.50,37,18.91,Right-hand bat,107.0,62.66,107.0,3.51,rfm,
AB,de Villiers,7,46.09,811,62.51,Right-hand bat,7.0,-,-,2.28,rm,
GC,Smith,35,52.42,4694,62.54,Left-hand bat,110.5,75.20,133.0,3.39,rob,
JA,Rudolph,25,40.73,3483,44.44,Left-hand bat,86.0,77.25,129.0,3.59,rls,
HH,Gibbs,66,48.18,9927,51.45,Right-hand bat,-,-,-,-,-,
AG,Prince,9,29.45,721,44.93,Left-hand bat,-,-,-,-,rob,
MV,Boucher,80,30.47,5581,51.87,Right-hand bat,-,-,-,-,rm,
JH,Kallis,89,55.56,16160,42.97,Right-hand bat,1998.5,30.40,66.2,2.75,rfm,
N,Boje,31,25.15,2000,47.80,Left-hand bat,1023.0,35.30,73.9,2.86,lo,
M,Zondeki,2,33.00,160,41.25,Right-hand bat,40.2,14.44,26.8,3.22,rf,
A,Nel,12,2.28,84,19.04,Right-hand bat,425.1,28.53,56.6,3.01,rfm,
CK,Langeveldt,3,-,10,50.00,Right-hand bat,53.3,18.87,40.1,2.82,rfm,
