Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
PA,Jaques,11,47.47,1663,54.23,Left-hand bat,-,-,-,-,lm,
SM,Katich,26,39.47,3233,48.84,Left-hand bat,109.5,33.83,54.9,3.69,lc,
RT,Ponting,119,58.37,17103,59.04,Right-hand bat,87.5,46.20,105.4,2.62,rm,
MEK,Hussey,25,68.38,4524,51.39,Left-hand bat,11.0,-,-,3.36,rm,
MJ,Clarke,35,47.06,3959,55.87,Right-hand bat,128.1,21.31,48.0,2.66,lo,
A,Symonds,22,44.65,1947,66.51,Right-hand bat,318.0,36.47,82.9,2.63,-,
BJ,Haddin,3,30.20,327,46.17,Right-hand bat,-,-,-,-,-,
B,Casson,1,10.00,44,22.72,Right-hand bat,32.0,43.00,64.0,4.03,lc,
B,Lee,68,21.45,2348,54.81,Right-hand bat,2460.4,29.58,51.0,3.47,rf,
MG,Johnson,9,33.40,287,58.18,Left-hand bat,355.0,32.88,62.6,3.14,lf,
SR,Clark,18,11.80,264,67.04,Right-hand bat,675.4,21.46,50.0,2.57,rfm,
CH,Gayle,73,38.12,8395,57.22,Left-hand bat,956.5,40.26,91.1,2.65,rob,
S,Chattergoon,2,19.00,128,59.37,Left-hand bat,-,-,-,-,rls,
RR,Sarwan,72,40.40,10738,45.52,Right-hand bat,331.0,49.08,86.3,3.41,rls,
XM,Marshall,4,24.87,358,55.58,Right-hand bat,2.0,-,-,0.00,rob,
S,Chanderpaul,112,49.08,18491,43.26,Left-hand bat,280.0,105.62,210.0,3.01,rls,
DJ,Bravo,31,32.73,3753,48.84,Right-hand bat,856.3,39.58,73.4,3.23,rm,
D,Ramdin,27,21.65,2031,45.83,Right-hand bat,-,-,-,-,-,
JE,Taylor,20,13.66,708,52.11,Right-hand bat,607.1,34.69,57.8,3.60,rf,
SJ,Benn,2,12.75,102,50.00,Left-hand bat,106.0,52.28,90.8,3.45,lo,
DBL,Powell,30,6.95,871,35.93,Right-hand bat,1007.3,47.28,82.8,3.42,rfm,
FH,Edwards,34,4.29,729,24.14,Right-hand bat,961.1,40.56,60.7,4.00,rf,
