Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
H,Masakadza,33,28.43,4228,43.04,Right-hand bat,188.0,29.56,70.5,2.51,rm,
RW,Chakabva,10,27.57,1294,40.49,Right-hand bat,-,-,-,-,rob,
TK,Musakanda,1,3.00,21,28.57,Right-hand bat,-,-,-,-,-,
CR,Ervine,12,37.95,1647,50.69,Left-hand bat,-,-,-,-,rob,
SC,Williams,7,29.14,674,60.53,Left-hand bat,141.1,54.88,94.1,3.49,lo,
Sikandar,Raza,7,39.42,921,59.93,Right-hand bat,142.5,90.66,142.8,3.80,rob,
PJ,Moor,4,33.75,455,59.34,Right-hand bat,-,-,-,-,rob,
MN,Waller,12,23.47,1052,51.33,Right-hand bat,74.0,26.12,55.5,2.82,rob,
AG,Cremer,16,16.27,1380,34.20,Right-hand bat,574.3,47.80,74.9,3.82,rls,
DT,Tiripano,6,24.33,714,30.67,Right-hand bat,172.0,51.00,103.2,2.96,rfm,
CB,Mpofu,12,4.14,189,30.68,Right-hand bat,349.2,48.84,83.8,3.49,rfm,
FDM,Karunaratne,39,33.82,5036,49.02,Left-hand bat,2.0,-,-,2.50,rm,
WU,Tharanga,28,34.00,3058,54.48,Left-hand bat,-,-,-,-,-,
BKG,Mendis,17,35.84,1995,59.29,Right-hand bat,10.0,34.00,60.0,3.40,-,
LD,Chandimal,37,42.09,4962,52.59,Right-hand bat,-,-,-,-,rob,
AD,Mathews,66,45.81,9036,50.19,Right-hand bat,638.0,52.66,116.0,2.72,rm,
N,Dickwella,7,27.69,514,70.03,Left-hand bat,-,-,-,-,-,
MDK,Perera,17,19.14,1091,49.12,Right-hand bat,762.1,29.43,57.8,3.05,rob,
DAS,Gunaratne,5,56.87,861,52.84,Right-hand bat,26.0,38.00,52.0,4.38,rmf,
HMRKB,Herath,81,14.80,2921,50.18,Left-hand bat,3819.5,27.72,59.6,2.78,lo,
RAS,Lakmal,37,10.53,822,50.00,Right-hand bat,1160.1,46.52,84.8,3.28,rfm,
CBRLS,Kumara,6,5.50,54,40.74,Left-hand bat,182.5,39.36,57.7,4.09,rf,
