Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
GC,Smith,85,50.64,11815,60.00,Left-hand bat,220.2,100.62,165.2,3.65,rob,
AN,Petersen,3,44.16,555,47.74,Right-hand bat,7.0,21.00,42.0,3.00,rob,
HM,Amla,45,45.93,6906,48.55,Right-hand bat,7.0,-,-,4.00,-,
JH,Kallis,139,55.13,24889,44.52,Right-hand bat,2965.1,31.65,67.3,2.81,rfm,
AB,de Villiers,60,45.16,7842,52.98,Right-hand bat,33.0,49.50,99.0,3.00,rm,
AG,Prince,56,42.55,7412,44.21,Left-hand bat,16.0,47.00,96.0,2.93,rob,
MV,Boucher,133,31.04,10273,50.17,Right-hand bat,1.2,6.00,8.0,4.50,rm,
DW,Steyn,40,13.74,1249,42.91,Right-hand bat,1354.5,23.45,39.6,3.54,rf,
CH,Gayle,87,40.65,10255,58.28,Left-hand bat,1139.5,41.52,94.9,2.62,rob,
TM,Dowlin,6,31.18,742,46.22,Right-hand bat,1.0,-,-,3.00,rob,
N,Deonarine,7,32.40,815,39.75,Left-hand bat,83.5,61.50,125.7,2.93,rob,
S,Chanderpaul,125,49.03,20719,42.83,Left-hand bat,280.0,105.62,210.0,3.01,rls,
BP,Nash,14,39.77,1990,43.96,Left-hand bat,68.0,196.00,408.0,2.88,lm,
DJ,Bravo,36,32.49,4358,48.46,Right-hand bat,1000.2,38.87,72.3,3.22,rm,
D,Ramdin,41,23.07,3012,48.27,Right-hand bat,-,-,-,-,-,
S,Shillingford,2,11.33,75,45.33,Right-hand bat,138.0,48.33,92.0,3.15,rob,
SJ,Benn,14,15.19,544,58.63,Left-hand bat,662.3,44.65,90.3,2.96,lo,
R,Rampaul,5,19.00,190,60.00,Left-hand bat,122.0,109.75,183.0,3.59,rfm,
KAJ,Roach,6,6.71,136,34.55,Right-hand bat,215.4,32.90,61.6,3.20,rfm,
PL,Harris,31,11.55,1192,34.89,Right-hand bat,1196.1,36.67,78.8,2.78,lo,
M,Morkel,25,13.37,867,41.63,Left-hand bat,785.0,31.25,53.5,3.50,rf,
LL,Tsotsobe,2,-,18,16.66,Right-hand bat,49.0,53.00,147.0,2.16,lfm,
