Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
AN,Petersen,34,35.68,3917,51.92,Right-hand bat,19.0,62.00,114.0,3.26,rob,
D,Elgar,13,31.33,1242,45.41,Left-hand bat,56.1,60.75,84.2,4.32,lo,
F,du Plessis,18,50.48,3012,41.89,Right-hand bat,13.0,-,-,5.30,rls,
HM,Amla,80,52.56,12831,51.61,Right-hand bat,9.0,-,-,4.11,-,
AB,de Villiers,96,51.72,13770,54.08,Right-hand bat,34.0,52.00,102.0,3.05,rm,
S,van Zyl,1,-,130,77.69,Left-hand bat,10.0,-,-,2.20,rm,
Q,de Kock,5,37.71,466,56.65,Left-hand bat,-,-,-,-,-,
KC,Brathwaite,15,37.40,2507,40.28,Right-hand bat,8.4,52.00,52.0,6.00,rob,
DS,Smith,34,24.55,2999,47.48,Left-hand bat,1.0,-,-,3.00,rob,
LR,Johnson,2,44.25,351,50.42,Left-hand bat,4.0,-,-,2.25,rls,
MN,Samuels,53,34.46,6263,48.42,Right-hand bat,571.3,57.02,100.8,3.39,rob,
S,Chanderpaul,159,52.74,26914,43.50,Left-hand bat,290.0,98.11,193.3,3.04,rls,
J,Blackwood,4,34.80,300,58.00,Right-hand bat,23.3,42.00,70.5,3.57,rob,
D,Ramdin,62,26.78,4873,50.01,Right-hand bat,-,-,-,-,-,
JE,Taylor,35,14.97,1191,61.62,Right-hand bat,1025.1,35.02,61.5,3.41,rf,
SJ,Benn,23,15.83,770,61.68,Left-hand bat,1078.1,36.55,79.8,2.74,lo,
SS,Cottrell,2,2.75,24,45.83,Right-hand bat,46.0,98.00,138.0,4.26,lfm,
KAJ,Roach,29,9.13,961,34.23,Right-hand bat,939.5,25.98,49.9,3.12,rfm,
VD,Philander,27,27.36,1548,44.18,Right-hand bat,899.5,20.96,44.9,2.79,rfm,
DW,Steyn,76,14.27,2501,42.22,Right-hand bat,2684.5,22.44,41.4,3.25,rf,
M,Morkel,60,11.96,1450,48.68,Left-hand bat,1956.3,29.66,56.1,3.16,rf,
KJ,Abbott,3,7.66,142,16.19,Right-hand bat,87.4,19.84,40.4,2.94,rfm,
