Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
SM,Warnapura,12,38.15,1257,57.67,Left-hand bat,9.0,-,-,4.44,rob,
NT,Paranavitana,3,30.20,234,64.52,Left-hand bat,5.0,-,-,6.60,rob,
KC,Sangakkara,81,54.29,12145,55.88,Left-hand bat,11.0,-,-,3.45,rob,
DPMD,Jayawardene,103,52.74,15752,52.57,Right-hand bat,85.1,54.60,102.2,3.20,rm,
TT,Samaraweera,50,50.51,7188,46.38,Right-hand bat,215.1,48.50,92.2,3.15,rob,
TM,Dilshan,53,41.36,4987,62.20,Right-hand bat,137.2,36.90,74.9,2.95,rob,
AD,Mathews,1,34.50,91,75.82,Right-hand bat,12.0,19.50,36.0,3.25,rm,
KMDN,Kulasekara,7,18.40,390,47.17,Right-hand bat,166.0,59.55,110.6,3.22,rfm,
HMRKB,Herath,15,10.75,487,35.31,Left-hand bat,511.4,36.21,74.8,2.90,lo,
T,Thushara,5,10.50,158,53.16,Left-hand bat,117.5,37.75,58.9,3.84,lfm,
BAW,Mendis,7,5.16,48,64.58,Right-hand bat,308.1,25.00,51.3,2.92,rob,
Khurram,Manzoor,3,34.33,223,46.18,Right-hand bat,-,-,-,-,rob,
Salman,Butt,22,28.65,2428,47.19,Left-hand bat,22.5,106.00,137.0,4.64,rob,
Younis,Khan,61,51.05,9583,53.81,Right-hand bat,70.0,44.66,70.0,3.82,-,
Abdur,Rauf,1,22.00,105,41.90,Right-hand bat,27.0,36.00,54.0,4.00,rfm,
Mohammad,Yousuf,80,55.59,13086,52.68,Right-hand bat,1.0,-,-,3.00,rob,
Misbah-ul-Haq,,13,40.84,1984,39.11,Right-hand bat,-,-,-,-,rls,
Shoaib,Malik,24,35.45,2752,42.51,Right-hand bat,319.1,73.46,127.6,3.45,rob,
Kamran,Akmal,41,33.95,3426,62.43,Right-hand bat,-,-,-,-,-,
Umar,Gul,19,7.60,394,38.57,Right-hand bat,696.0,31.91,53.5,3.57,rfm,
Mohammad,Amir,1,5.00,37,27.02,Left-hand bat,30.0,18.66,30.0,3.73,lf,
Saeed,Ajmal,1,-,10,20.00,Right-hand bat,35.4,22.60,42.8,3.16,rob,
