Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
D,Ganga,13,18.39,1290,32.79,Right-hand bat,-,-,-,-,rob,
CH,Gayle,14,29.21,1475,45.55,Left-hand bat,54.3,33.75,81.7,2.47,rob,
RR,Sarwan,17,37.82,2725,38.86,Right-hand bat,5.0,-,-,5.40,rls,
BC,Lara,83,50.49,12090,59.72,Left-hand bat,10.0,-,-,2.80,rls,
CL,Hooper,90,34.75,9650,50.42,Right-hand bat,2042.1,49.65,121.3,2.45,rob,
MN,Samuels,12,25.47,1348,39.68,Right-hand bat,75.5,79.66,151.6,3.15,rob,
RD,Jacobs,35,27.52,3138,44.74,Left-hand bat,-,-,-,-,-,
M,Dillon,19,8.08,814,33.78,Right-hand bat,670.4,32.00,60.9,3.14,rfm,
D,Ramnarine,11,7.06,422,25.11,Left-hand bat,534.3,28.73,76.3,2.25,rls,
PT,Collins,6,2.00,100,18.00,Right-hand bat,227.0,43.47,80.1,3.25,lfm,
MI,Black,5,2.00,78,15.38,Right-hand bat,127.1,56.44,84.7,3.99,rfm,
MS,Atapattu,51,37.66,8,9,Right-hand bat,8.0,24.00,48.0,3.00,rls,
ST,Jayasuriya,66,40.03,8,19,Left-hand bat,767.1,35.01,82.1,2.55,lo,
KC,Sangakkara,16,43.25,2331,44.53,Left-hand bat,-,-,-,-,rob,
DPMD,Jayawardene,37,48.35,5015,53.99,Right-hand bat,68.2,53.00,102.5,3.10,rm,
RP,Arnold,33,28.14,3199,43.10,Left-hand bat,212.2,52.45,115.8,2.71,rob,
HP,Tillakaratne,63,43.92,9,17,Left-hand bat,9.4,-,-,1.65,rob,
TT,Samaraweera,5,99.66,716,41.75,Right-hand bat,59.0,59.33,118.0,3.01,rob,
WPUJC,Vaas,55,17.44,2908,38.99,Left-hand bat,2008.0,28.51,66.1,2.58,lfm,
DNT,Zoysa,19,8.45,468,43.37,Left-hand bat,395.4,34.78,74.1,2.81,lfm,
MRCN,Bandaratilleke,7,11.62,252,36.90,Right-hand bat,287.0,30.34,74.8,2.43,lo,
M,Muralitharan,69,13.15,1054,66.12,Right-hand bat,3823.0,24.63,61.3,2.41,rob,
