Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
ME,Trescothick,40,44.23,5716,52.62,Left-hand bat,20.0,52.00,120.0,2.60,rm,
MP,Vaughan,37,47.49,5577,51.94,Right-hand bat,109.0,74.60,130.8,3.42,rob,
MA,Butcher,59,34.75,8209,44.03,Left-hand bat,150.1,36.06,60.0,3.60,rm,
N,Hussain,89,37.38,13311,40.44,Right-hand bat,5.0,-,-,3.00,rls,
GP,Thorpe,80,42.61,11518,46.61,Left-hand bat,23.0,-,-,1.60,rm,
R,Clarke,2,32.00,253,37.94,Right-hand bat,29.0,15.00,43.5,2.06,rmf,
CMW,Read,5,19.00,256,44.53,Right-hand bat,-,-,-,-,-,
AF,Giles,27,17.18,1358,41.75,Right-hand bat,1044.3,42.81,96.4,2.66,lo,
RL,Johnson,2,15.00,37,81.08,Right-hand bat,67.1,12.86,26.8,2.87,rm,
MJ,Saggers,1,1.00,12,8.33,Right-hand bat,19.1,20.66,38.3,3.23,rfm,
MJ,Hoggard,21,7.70,526,24.90,Right-hand bat,793.4,32.35,61.0,3.18,rfm,
Hannan,Sarkar,12,25.12,1263,47.74,Right-hand bat,-,-,-,-,rm,
Javed,Omar,19,23.45,2506,34.63,Right-hand bat,1.0,-,-,12.00,rls,
Habibul,Bashar,26,36.07,3222,57.10,Right-hand bat,39.0,-,-,5.00,rob,
Rajin,Saleh,5,24.60,717,34.30,Right-hand bat,21.0,61.00,126.0,2.90,rob,
Alok,Kapali,14,19.22,1023,50.73,Right-hand bat,175.5,112.33,175.8,3.83,rls,
Mushfiqur,Rahman,4,20.66,460,26.95,Right-hand bat,80.3,68.50,120.7,3.40,rfm,
Khaled,Mashud,23,16.74,2089,31.25,Right-hand bat,-,-,-,-,-,
Khaled,Mahmud,12,12.09,455,58.46,Right-hand bat,270.0,64.00,124.6,3.08,rm,
Mohammad,Rafique,8,13.00,333,50.75,Left-hand bat,390.5,27.69,65.1,2.55,lo,
Mashrafe,Mortaza,12,8.47,216,74.53,Right-hand bat,324.4,35.96,67.1,3.21,rfm,
Enamul,Haque jnr,2,5.00,26,38.46,Right-hand bat,67.0,50.25,100.5,3.00,lo,
