Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
A,Mukund,1,18.00,116,31.03,Left-hand bat,-,-,-,-,rls,
M,Vijay,10,34.06,1072,50.83,Right-hand bat,-,-,-,-,rob,
R,Dravid,151,52.65,28833,42.36,Right-hand bat,20.0,39.00,120.0,1.95,rob,
VVS,Laxman,121,46.83,16047,49.32,Right-hand bat,54.0,63.00,162.0,2.33,rob,
V,Kohli,1,9.50,64,29.68,Right-hand bat,-,-,-,-,rm,
SK,Raina,9,37.07,820,58.78,Left-hand bat,61.2,31.85,52.5,3.63,rob,
MS,Dhoni,55,39.21,4867,60.42,Right-hand bat,3.0,-,-,6.33,rm,
Harbhajan,Singh,94,18.93,3182,65.46,Right-hand bat,4448.5,31.87,67.4,2.83,rob,
P,Kumar,1,2.00,9,44.44,Right-hand bat,34.0,13.33,34.0,2.35,rm,
A,Mishra,11,18.38,414,57.72,Right-hand bat,501.5,38.55,75.2,3.07,rls,
I,Sharma,32,13.50,1087,29.80,Right-hand bat,974.4,34.87,60.9,3.43,rfm,
AB,Barath,5,33.55,498,60.64,Right-hand bat,1.0,-,-,4.00,rob,
LMP,Simmons,6,17.58,509,41.45,Right-hand bat,32.0,147.00,192.0,4.59,rmf,
RR,Sarwan,86,40.38,12433,46.77,Right-hand bat,337.0,50.56,87.9,3.45,rls,
DM,Bravo,6,41.33,912,40.78,Left-hand bat,-,-,-,-,rm,
S,Chanderpaul,131,48.82,21620,42.45,Left-hand bat,280.0,105.62,210.0,3.01,rls,
BP,Nash,21,33.42,2548,43.28,Left-hand bat,82.0,123.50,246.0,3.01,lm,
CS,Baugh,11,17.66,626,50.79,Right-hand bat,-,-,-,-,rls,
DJG,Sammy,14,16.87,706,57.36,Right-hand bat,422.4,27.27,58.9,2.77,rm,
R,Rampaul,8,23.00,380,60.52,Left-hand bat,250.4,40.89,79.1,3.09,rfm,
FH,Edwards,44,5.51,1051,25.68,Right-hand bat,1245.5,38.87,58.8,3.96,rf,
D,Bishoo,3,18.25,150,48.66,Left-hand bat,152.4,30.81,57.2,3.22,rls,
