Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
JL,Langer,87,46.39,12231,53.48,Left-hand bat,1.0,-,-,3.00,rm,
ML,Hayden,66,54.03,9134,62.11,Left-hand bat,9.0,-,-,4.44,rm,
RT,Ponting,87,55.40,11649,58.02,Right-hand bat,75.5,51.25,113.7,2.70,rm,
DR,Martyn,55,51.43,7494,52.16,Right-hand bat,58.0,84.00,174.0,2.89,rm,
MJ,Clarke,11,43.13,1134,57.05,Right-hand bat,18.2,7.62,13.7,3.32,lo,
SM,Katich,15,44.31,1903,51.23,Left-hand bat,97.5,32.36,53.3,3.63,lc,
AC,Gilchrist,67,54.90,5285,83.10,Left-hand bat,-,-,-,-,rob,
SK,Warne,122,16.45,4525,55.62,Right-hand bat,5693.4,25.58,59.3,2.58,rls,
JN,Gillespie,65,15.87,2916,31.03,Right-hand bat,2221.2,25.52,54.4,2.81,rf,
MS,Kasprowicz,32,10.17,798,44.61,Right-hand bat,1016.2,30.26,60.9,2.97,rfm,
CD,Cumming,2,42.66,366,34.97,Right-hand bat,-,-,-,-,-,
SP,Fleming,91,38.50,12946,44.02,Left-hand bat,-,-,-,-,-,
HJH,Marshall,4,59.00,630,46.82,Right-hand bat,1.0,-,-,4.00,rm,
L,Vincent,17,29.06,2080,41.92,Right-hand bat,-,-,-,-,rm,
NJ,Astle,68,37.51,8195,48.98,Right-hand bat,802.5,46.94,126.7,2.22,rm,
JEC,Franklin,8,11.87,320,29.68,Left-hand bat,214.0,29.38,49.3,3.57,lm,
CD,McMillan,55,38.46,5670,54.95,Right-hand bat,417.0,44.89,89.3,3.01,rm,
BB,McCullum,12,34.83,1098,57.10,Right-hand bat,-,-,-,-,-,
DL,Vettori,61,21.27,3159,49.82,Left-hand bat,2584.1,35.32,79.1,2.67,lo,
IE,O'Brien,2,3.33,28,35.71,Right-hand bat,43.0,98.50,129.0,4.58,rfm,
CS,Martin,20,1.81,188,15.42,Right-hand bat,637.0,36.32,59.7,3.64,rfm,
GD,McGrath,108,7.22,1330,41.80,Right-hand bat,4201.1,21.34,51.2,2.50,rfm,
