Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
V,Sibanda,14,21.10,1177,50.21,Right-hand bat,-,-,-,-,-,
Sikandar,Raza,2,40.00,326,49.07,Right-hand bat,4.0,13.00,24.0,3.25,rob,
H,Masakadza,27,26.42,3309,41.52,Right-hand bat,127.0,27.00,76.2,2.12,rm,
BRM,Taylor,21,36.69,2786,51.36,Right-hand bat,7.0,-,-,5.42,rob,
E,Chigumbura,12,20.13,964,48.02,Right-hand bat,250.0,41.70,75.0,3.33,rfm,
CR,Ervine,5,27.25,531,41.05,Left-hand bat,-,-,-,-,rob,
RW,Chakabva,6,17.75,594,35.85,Right-hand bat,-,-,-,-,rob,
J,Nyumbu,2,7.50,98,30.61,Right-hand bat,69.3,50.00,83.4,3.59,rob,
T,Panyangara,7,16.72,299,61.53,Right-hand bat,241.1,25.75,60.2,2.56,rfm,
TL,Chatara,6,8.10,171,47.36,Right-hand bat,207.1,28.05,69.0,2.43,rfm,
TP,Kamungozi,1,2.50,10,50.00,Right-hand bat,26.0,58.00,156.0,2.23,rls,
Tamim,Iqbal,35,35.88,4329,56.36,Left-hand bat,5.0,-,-,4.00,-,
Shamsur,Rahman,5,28.00,551,50.81,Right-hand bat,1.0,-,-,5.00,-,
Mominul,Haque,10,58.12,1664,55.88,Left-hand bat,44.1,167.00,265.0,3.78,lo,
Mahmudullah,,21,29.26,2059,54.00,Right-hand bat,470.2,46.97,83.0,3.39,rob,
Shakib,Al Hasan,35,37.06,3821,60.14,Left-hand bat,1416.5,32.37,65.8,2.94,lo,
Mushfiqur,Rahim,41,34.35,5298,46.03,Right-hand bat,-,-,-,-,-,
Shuvagata,Hom,2,7.50,63,47.61,Right-hand bat,37.0,104.00,222.0,2.81,rob,
Taijul,Islam,3,10.40,114,45.61,Left-hand bat,127.5,22.94,45.1,3.05,lo,
Shahadat,Hossain,36,10.00,1068,46.81,Right-hand bat,885.2,51.43,73.7,4.18,rmf,
Jubair,Hossain,1,-,27,25.92,Right-hand bat,16.0,32.00,48.0,4.00,rls,
Al-Amin,Hossain,6,22.66,103,66.01,Right-hand bat,146.4,76.66,146.6,3.13,rmf,
