Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
NT,Paranavitana,10,29.44,1035,51.20,Left-hand bat,15.0,76.00,90.0,5.06,rob,
TM,Dilshan,60,43.42,5725,64.47,Right-hand bat,154.2,36.23,71.2,3.05,rob,
KC,Sangakkara,88,55.10,13594,55.53,Left-hand bat,11.0,-,-,3.45,rob,
DPMD,Jayawardene,110,53.96,17327,52.63,Right-hand bat,91.1,48.66,91.1,3.20,rm,
TT,Samaraweera,57,51.14,8265,47.64,Right-hand bat,215.1,48.50,92.2,3.15,rob,
AD,Mathews,7,37.90,635,59.68,Right-hand bat,89.0,60.40,106.8,3.39,rm,
HAPW,Jayawardene,30,30.70,2158,48.37,Right-hand bat,-,-,-,-,-,
KMDN,Kulasekara,11,16.33,541,45.28,Right-hand bat,268.4,34.48,64.4,3.20,rfm,
HMRKB,Herath,21,9.00,557,37.16,Left-hand bat,852.1,36.68,73.0,3.01,lo,
M,Muralitharan,132,11.62,1784,70.40,Right-hand bat,7278.1,22.71,55.1,2.47,rob,
UWMBCA,Welegedara,4,6.33,42,45.23,Right-hand bat,121.0,47.30,72.6,3.90,lfm,
M,Vijay,2,53.66,255,63.13,Right-hand bat,-,-,-,-,rob,
V,Sehwag,72,52.50,7767,80.44,Right-hand bat,425.1,43.73,85.0,3.08,rob,
R,Dravid,137,53.60,26634,42.26,Right-hand bat,20.0,39.00,120.0,1.95,rob,
SR,Tendulkar,162,54.72,,,Right-hand bat,663.4,52.22,90.5,3.46,-,
VVS,Laxman,108,45.50,14113,49.01,Right-hand bat,54.0,63.00,162.0,2.33,rob,
Yuvraj,Singh,31,36.78,2641,58.50,Left-hand bat,116.3,50.75,87.3,3.48,lo,
MS,Dhoni,40,40.29,3496,62.24,Right-hand bat,2.0,-,-,7.00,rm,
Harbhajan,Singh,80,16.74,2374,64.19,Right-hand bat,3736.5,30.82,65.3,2.82,rob,
Z,Khan,68,13.49,1770,51.07,Right-hand bat,2264.2,33.96,61.7,3.29,lfm,
S,Sreesanth,16,14.06,350,64.28,Right-hand bat,540.5,31.25,55.9,3.35,rfm,
PP,Ojha,2,-,16,37.50,Left-hand bat,85.1,28.66,56.7,3.02,lo,
