Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
GC,Smith,57,46.81,7624,59.56,Left-hand bat,219.5,100.12,164.8,3.64,rob,
HH,Gibbs,87,42.76,12204,50.10,Right-hand bat,1.0,-,-,4.00,-,
HM,Amla,16,31.10,2071,43.55,Right-hand bat,2.0,-,-,5.50,-,
JH,Kallis,110,57.74,20851,43.47,Right-hand bat,2426.5,31.33,66.4,2.82,rfm,
AG,Prince,32,42.14,4765,41.57,Left-hand bat,13.0,31.00,78.0,2.38,rob,
AB,de Villiers,31,35.57,3620,53.06,Right-hand bat,33.0,49.50,99.0,3.00,rm,
MV,Boucher,105,30.31,7839,50.65,Right-hand bat,1.2,6.00,8.0,4.50,rm,
A,Nel,30,8.92,605,41.32,Right-hand bat,1085.1,31.85,62.6,3.05,rfm,
PL,Harris,7,8.55,250,30.80,Right-hand bat,249.1,23.87,62.2,2.29,lo,
DW,Steyn,14,6.64,280,33.21,Right-hand bat,427.0,26.88,42.0,3.84,rf,
M,Ntini,78,9.98,1140,54.29,Right-hand bat,2713.3,27.65,51.5,3.22,rf,
CD,Cumming,8,24.71,1014,34.12,Right-hand bat,-,-,-,-,-,
MHW,Papps,7,18.15,666,35.43,Right-hand bat,-,-,-,-,-,
SP,Fleming,105,39.50,14813,45.07,Left-hand bat,-,-,-,-,-,
SE,Bond,17,12.63,350,39.71,Right-hand bat,513.1,22.39,38.9,3.44,rf,
SB,Styris,28,37.00,3023,51.40,Right-hand bat,322.4,49.90,96.8,3.09,rm,
LRPL,Taylor,1,9.50,30,63.33,Right-hand bat,3.2,-,-,3.00,rob,
JDP,Oram,23,38.24,2512,50.23,Left-hand bat,591.2,35.60,82.5,2.58,rfm,
BB,McCullum,26,31.36,1924,61.95,Right-hand bat,-,-,-,-,-,
DL,Vettori,74,25.58,4173,55.18,Left-hand bat,2985.5,34.60,77.5,2.67,lo,
IE,O'Brien,3,6.00,42,57.14,Right-hand bat,76.0,103.66,152.0,4.09,rfm,
CS,Martin,34,2.08,279,18.63,Right-hand bat,1072.5,34.16,58.5,3.50,rfm,
