Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
V,Sehwag,33,53.58,3924,72.37,Right-hand bat,93.3,116.00,187.0,3.72,rob,
G,Gambhir,7,41.00,642,63.86,Left-hand bat,-,-,-,-,rls,
R,Dravid,88,58.45,18189,42.10,Right-hand bat,20.0,39.00,120.0,1.95,rob,
SR,Tendulkar,122,57.58,,,Right-hand bat,518.0,48.08,86.3,3.34,-,
SC,Ganguly,81,41.56,9993,49.49,Left-hand bat,383.2,51.24,92.0,3.34,rm,
VVS,Laxman,63,42.60,7741,50.08,Right-hand bat,42.0,100.00,252.0,2.38,rob,
KD,Karthik,7,24.88,467,47.96,Right-hand bat,-,-,-,-,-,
IK,Pathan,12,22.50,651,41.47,Left-hand bat,438.0,30.43,59.7,3.05,lmf,
L,Balaji,7,7.00,94,52.12,Right-hand bat,260.4,34.56,62.5,3.31,rmf,
Harbhajan,Singh,44,14.15,1071,67.41,Right-hand bat,2007.0,28.08,62.3,2.70,rob,
A,Kumble,94,16.69,4182,37.92,Right-hand bat,4987.0,27.75,65.0,2.56,rls,
Taufeeq,Umar,24,40.73,3760,45.50,Left-hand bat,11.0,-,-,3.27,rob,
Shahid,Afridi,16,33.07,1290,71.78,Right-hand bat,286.5,37.62,71.7,3.14,rls,
Younis,Khan,34,39.19,4415,50.60,Right-hand bat,40.0,82.00,120.0,4.10,-,
Mohammad,Yousuf,58,47.58,8665,48.87,Right-hand bat,1.0,-,-,3.00,rob,
Inzamam-ul-Haq,,99,48.90,13595,53.24,Right-hand bat,1.3,-,-,5.33,lo,
Asim,Kamal,8,46.30,1257,47.89,Left-hand bat,-,-,-,-,rob,
Abdul,Razzaq,34,28.92,3590,40.27,Right-hand bat,853.0,37.24,74.1,3.01,rfm,
Kamran,Akmal,12,19.38,697,58.39,Right-hand bat,-,-,-,-,-,
Mohammad,Sami,20,12.36,924,29.43,Right-hand bat,736.3,47.84,83.3,3.44,rf,
Mohammad,Khalil,2,3.00,65,13.84,Left-hand bat,48.2,-,-,4.13,lm,
Danish,Kaneria,25,6.18,246,40.24,Right-hand bat,1160.3,30.10,61.0,2.95,rls,
