Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
AJ,Strauss,87,41.69,12490,49.74,Left-hand bat,-,-,-,-,lm,
AN,Cook,70,47.75,11327,48.90,Left-hand bat,1.0,-,-,1.00,-,
IJL,Trott,23,57.79,4050,48.51,Right-hand bat,44.0,92.50,132.0,4.20,rm,
KP,Pietersen,76,49.37,9844,62.20,Right-hand bat,167.3,133.20,201.0,3.97,rob,
IR,Bell,67,47.58,9128,52.12,Right-hand bat,18.0,76.00,108.0,4.22,rm,
EJG,Morgan,11,34.20,897,57.19,Left-hand bat,-,-,-,-,rm,
MJ,Prior,45,45.10,3768,67.03,Right-hand bat,-,-,-,-,-,
TT,Bresnan,8,37.85,603,43.94,Right-hand bat,280.0,25.09,52.5,2.86,rmf,
SCJ,Broad,39,29.02,2101,63.54,Left-hand bat,1315.5,33.18,64.7,3.07,rfm,
GP,Swann,34,23.52,979,81.71,Right-hand bat,1397.5,28.81,59.0,2.92,rob,
JM,Anderson,61,11.89,1563,35.76,Left-hand bat,2185.1,30.65,56.7,3.24,rfm,
A,Mukund,5,21.10,518,40.73,Left-hand bat,2.0,-,-,7.00,rls,
R,Dravid,155,52.84,29685,42.36,Right-hand bat,20.0,39.00,120.0,1.95,rob,
VVS,Laxman,125,46.98,16787,49.26,Right-hand bat,54.0,63.00,162.0,2.33,rob,
SR,Tendulkar,179,56.52,,,Right-hand bat,682.4,53.06,91.0,3.49,-,
SK,Raina,13,34.80,1241,56.08,Left-hand bat,101.3,38.30,60.9,3.77,rob,
Yuvraj,Singh,35,35.60,2929,58.34,Left-hand bat,137.1,53.66,91.4,3.52,lo,
MS,Dhoni,59,37.45,5189,59.18,Right-hand bat,13.0,-,-,4.46,rm,
Harbhajan,Singh,98,18.65,3309,65.39,Right-hand bat,4608.3,32.22,68.1,2.83,rob,
P,Kumar,5,10.37,102,81.37,Right-hand bat,228.3,23.96,54.8,2.62,rm,
I,Sharma,36,12.10,1151,29.45,Right-hand bat,1169.5,33.00,58.0,3.41,rfm,
S,Sreesanth,25,11.25,511,52.83,Right-hand bat,838.1,35.59,59.8,3.56,rfm,
