Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
Shoaib,Malik,10,36.14,1141,44.34,Right-hand bat,168.1,59.33,112.1,3.17,rob,
Salman,Butt,7,36.21,972,52.16,Left-hand bat,-,-,-,-,rob,
Younis,Khan,38,44.56,5544,51.44,Right-hand bat,40.0,82.00,120.0,4.10,-,
Mohammad,Yousuf,60,46.66,8742,49.10,Right-hand bat,1.0,-,-,3.00,rob,
Inzamam-ul-Haq,,103,50.29,14396,53.80,Right-hand bat,1.3,-,-,5.33,lo,
Hasan,Raza,6,26.75,576,37.15,Right-hand bat,1.0,-,-,1.00,rob,
Kamran,Akmal,16,20.39,975,58.56,Right-hand bat,-,-,-,-,-,
Mohammad,Sami,22,11.72,1011,28.98,Right-hand bat,816.3,46.44,80.3,3.46,rf,
Shoaib,Akhtar,37,8.46,992,38.40,Right-hand bat,1104.0,24.78,44.1,3.36,rf,
Shabbir,Ahmed,10,8.80,234,37.60,Right-hand bat,429.2,23.03,50.5,2.73,rfm,
Danish,Kaneria,29,5.52,291,39.86,Right-hand bat,1370.5,30.23,60.0,3.02,rls,
ME,Trescothick,67,46.18,9738,55.49,Left-hand bat,50.0,155.00,300.0,3.10,rm,
AJ,Strauss,20,48.55,3378,51.74,Left-hand bat,-,-,-,-,lm,
IR,Bell,9,43.84,975,58.46,Right-hand bat,7.0,-,-,2.85,rm,
PD,Collingwood,4,14.87,431,27.61,Right-hand bat,24.0,-,-,2.87,rm,
MJ,Hoggard,46,8.42,1457,21.96,Right-hand bat,1586.1,29.72,53.7,3.31,rfm,
KP,Pietersen,6,45.18,698,71.20,Right-hand bat,-,-,-,-,rob,
A,Flintoff,54,33.09,4056,67.72,Right-hand bat,1630.4,30.91,61.9,2.99,rfm,
GO,Jones,21,29.58,1440,59.58,Right-hand bat,-,-,-,-,-,
AF,Giles,51,20.43,2819,46.39,Right-hand bat,1911.0,39.18,83.0,2.82,lo,
SD,Udal,1,9.00,46,39.13,Right-hand bat,29.0,94.00,174.0,3.24,rob,
SJ,Harmison,37,10.31,604,59.76,Right-hand bat,1329.5,27.85,53.9,3.09,rfm,
