Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
SS,Das,9,46.53,1724,40.48,Right-hand bat,3.0,-,-,2.33,rm,
S,Ramesh,17,37.12,2459,48.31,Left-hand bat,4.0,-,-,4.75,rob,
M,Kaif,2,21.50,302,28.47,Right-hand bat,3.0,-,-,1.33,rob,
R,Dravid,46,54.52,9476,40.85,Right-hand bat,11.0,-,-,1.90,rob,
SC,Ganguly,44,41.30,6017,47.36,Left-hand bat,237.5,37.57,67.9,3.31,rm,
HK,Badani,2,9.66,74,39.18,Left-hand bat,-,-,-,-,lo,
SS,Dighe,4,18.16,249,43.77,Right-hand bat,-,-,-,-,-,
J,Srinath,53,14.50,1702,47.70,Right-hand bat,2046.2,29.94,62.3,2.88,rfm,
Harbhajan,Singh,14,14.07,309,59.22,Right-hand bat,600.5,26.72,58.1,2.75,rob,
Z,Khan,6,8.00,124,32.25,Right-hand bat,179.3,38.46,71.8,3.21,lfm,
BKV,Prasad,31,6.96,657,28.61,Right-hand bat,1100.3,36.45,76.7,2.84,rmf,
MS,Atapattu,45,34.05,6,7,Right-hand bat,8.0,24.00,48.0,3.00,rls,
ST,Jayasuriya,60,40.01,8,16,Left-hand bat,705.1,33.37,78.3,2.55,lo,
KC,Sangakkara,10,39.87,1446,44.12,Left-hand bat,-,-,-,-,rob,
DPMD,Jayawardene,31,42.66,4089,50.08,Right-hand bat,68.2,53.00,102.5,3.10,rm,
RP,Arnold,28,29.42,2903,42.57,Left-hand bat,205.2,50.72,112.0,2.71,rob,
HP,Tillakaratne,57,38.24,6,16,Left-hand bat,6.4,-,-,2.10,rob,
ASA,Perera,2,44.00,91,48.35,Right-hand bat,63.0,160.00,378.0,2.53,rfm,
WPUJC,Vaas,49,17.93,2758,38.36,Left-hand bat,1745.0,30.63,72.2,2.54,lfm,
CRD,Fernando,7,3.71,112,23.21,Right-hand bat,158.5,32.64,56.0,3.49,rfm,
PDRL,Perera,4,6.00,62,19.35,Left-hand bat,103.0,62.83,103.0,3.66,lmf,
M,Muralitharan,63,12.30,951,63.40,Right-hand bat,3434.0,25.27,63.3,2.39,rob,
