Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
Tamim,Iqbal,51,39.65,6982,55.09,Left-hand bat,5.0,-,-,4.00,-,
Soumya,Sarkar,9,32.11,932,58.58,Left-hand bat,37.4,138.00,226.0,3.66,rmf,
Imrul,Kayes,30,26.55,3084,48.21,Left-hand bat,4.0,-,-,3.00,-,
Mominul,Haque,23,46.00,3230,54.11,Left-hand bat,56.1,198.00,337.0,3.52,lo,
Shakib,Al Hasan,51,40.38,5787,62.10,Left-hand bat,2015.2,32.37,64.3,3.01,lo,
Mushfiqur,Rahim,56,35.65,7380,46.38,Right-hand bat,-,-,-,-,-,
Sabbir,Rahman,8,31.57,798,55.38,Right-hand bat,12.0,-,-,3.50,rls,
Nasir,Hossain,19,34.80,1917,54.46,Right-hand bat,154.0,55.25,115.5,2.87,rob,
Mehidy,Hasan Miraz,9,16.12,601,42.92,Right-hand bat,402.0,31.34,56.0,3.35,rob,
Taijul,Islam,15,9.66,490,41.42,Left-hand bat,578.3,34.09,64.2,3.18,lo,
Mustafizur,Rahman,6,1.40,42,16.66,Left-hand bat,135.3,23.47,47.8,2.94,lfm,
MT,Renshaw,10,36.64,1423,43.78,Left-hand bat,-,-,-,-,rob,
DA,Warner,66,47.94,7382,77.28,Left-hand bat,57.0,67.25,85.5,4.71,rls,
SPD,Smith,56,59.66,9445,56.85,Right-hand bat,207.1,52.41,73.1,4.30,rls,
PSP,Handscomb,10,53.07,1410,52.69,Right-hand bat,-,-,-,-,-,
GJ,Maxwell,7,26.07,570,59.47,Right-hand bat,77.0,42.62,57.7,4.42,rob,
HWR,Cartwright,2,27.50,125,44.00,Right-hand bat,9.0,-,-,3.44,rm,
MS,Wade,22,28.58,1849,47.91,Left-hand bat,1.0,-,-,0.00,rm,
AC,Agar,4,32.50,351,55.55,Left-hand bat,145.4,45.55,97.1,2.81,lo,
PJ,Cummins,5,18.33,266,41.35,Right-hand bat,184.0,25.38,52.5,2.89,rf,
SNJ,O'Keefe,9,9.55,433,19.86,Right-hand bat,371.2,29.40,63.6,2.77,lo,
NM,Lyon,69,11.77,1534,44.52,Right-hand bat,2728.0,31.83,60.8,3.13,rob,
