Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
AJ,Strauss,78,43.28,11751,50.09,Left-hand bat,-,-,-,-,lm,
AN,Cook,61,45.30,9624,48.48,Left-hand bat,1.0,-,-,1.00,-,
IJL,Trott,14,59.95,2756,47.85,Right-hand bat,19.0,86.00,114.0,4.52,rm,
KP,Pietersen,67,47.75,8591,62.26,Right-hand bat,142.3,143.50,213.7,4.02,rob,
PD,Collingwood,64,41.80,9000,46.44,Right-hand bat,298.3,65.73,119.4,3.30,rm,
IR,Bell,58,43.28,7828,50.31,Right-hand bat,18.0,76.00,108.0,4.22,rm,
MJ,Prior,36,41.21,3035,62.47,Right-hand bat,-,-,-,-,-,
SCJ,Broad,33,27.40,1848,59.30,Left-hand bat,1085.4,34.87,66.4,3.14,rfm,
GP,Swann,25,24.55,809,81.95,Right-hand bat,1070.2,27.49,55.8,2.95,rob,
JM,Anderson,53,12.51,1420,36.12,Left-hand bat,1838.1,32.02,58.0,3.30,rfm,
ST,Finn,9,6.50,88,14.77,Right-hand bat,234.4,23.50,37.0,3.80,rfm,
SR,Watson,23,40.89,3150,50.63,Right-hand bat,384.3,29.85,56.2,3.18,rfm,
SM,Katich,55,45.54,8398,49.35,Left-hand bat,173.1,30.23,49.4,3.66,lc,
RT,Ponting,149,54.71,20677,59.53,Right-hand bat,89.5,48.40,107.8,2.69,rm,
MJ,Clarke,65,48.48,8575,53.15,Right-hand bat,280.4,38.52,80.1,2.88,lo,
MEK,Hussey,55,51.50,8834,48.39,Left-hand bat,30.0,51.50,90.0,3.43,rm,
MJ,North,20,36.22,2304,48.74,Left-hand bat,191.4,37.78,82.1,2.76,rob,
BJ,Haddin,28,41.00,2874,58.48,Right-hand bat,-,-,-,-,-,
MG,Johnson,39,22.39,1739,59.22,Left-hand bat,1520.2,30.08,54.9,3.28,lf,
XJ,Doherty,1,16.00,30,53.33,Left-hand bat,48.5,74.00,146.5,3.03,lo,
PM,Siddle,18,15.41,541,48.42,Right-hand bat,667.1,30.84,60.6,3.05,rfm,
BW,Hilfenhaus,14,17.09,340,55.29,Right-hand bat,523.4,33.32,64.1,3.11,rfm,
