Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
FDM,Karunaratne,32,33.18,3910,50.07,Left-hand bat,2.0,-,-,2.50,rm,
JK,Silva,31,31.56,4481,40.86,Right-hand bat,-,-,-,-,-,
MDKJ,Perera,8,34.71,656,74.08,Left-hand bat,-,-,-,-,-,
BKG,Mendis,10,36.21,1150,59.82,Right-hand bat,6.0,18.00,36.0,3.00,-,
WU,Tharanga,22,32.31,2327,52.77,Left-hand bat,-,-,-,-,-,
DM,de Silva,4,59.14,728,56.86,Right-hand bat,28.0,36.50,84.0,2.60,rob,
DAS,Gunaratne,1,70.00,124,56.45,Right-hand bat,3.0,-,-,7.66,rmf,
MDK,Perera,13,14.04,625,47.20,Right-hand bat,593.1,27.70,55.6,2.98,rob,
HMRKB,Herath,74,14.59,2563,50.09,Left-hand bat,3505.5,28.60,62.2,2.75,lo,
RAS,Lakmal,30,7.68,583,38.25,Right-hand bat,926.1,47.38,85.4,3.32,rfm,
CBRLS,Kumara,1,0.00,1,0.00,Left-hand bat,41.0,45.00,82.0,3.29,rf,
TMK,Mawoyo,10,31.42,1603,37.24,Right-hand bat,-,-,-,-,rmf,
BB,Chari,4,6.62,193,27.46,Right-hand bat,2.0,-,-,4.50,rob,
H,Masakadza,31,29.73,4156,42.92,Right-hand bat,173.0,31.28,74.1,2.53,rm,
CR,Ervine,10,29.66,1147,46.55,Left-hand bat,-,-,-,-,rob,
SC,Williams,5,26.10,471,55.41,Left-hand bat,59.4,58.50,89.5,3.92,lo,
MN,Waller,10,22.00,888,47.07,Right-hand bat,64.0,21.75,48.0,2.71,rob,
PJ,Moor,2,39.50,241,65.56,Right-hand bat,-,-,-,-,rob,
AG,Cremer,14,16.12,1233,32.68,Right-hand bat,425.2,56.56,85.0,3.98,rls,
DT,Tiripano,4,25.66,550,28.00,Right-hand bat,119.0,73.40,142.8,3.08,rfm,
CT,Mumba,1,11.00,70,15.71,Right-hand bat,35.5,30.20,43.0,4.21,rfm,
CB,Mpofu,10,2.23,153,18.95,Right-hand bat,288.2,44.65,75.2,3.56,rfm,
