Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
AN,Cook,154,45.73,25580,47.02,Left-hand bat,3.0,7.00,18.0,2.33,-,
MD,Stoneman,10,30.17,1131,45.35,Left-hand bat,-,-,-,-,rob,
JM,Vince,13,24.90,1100,49.81,Right-hand bat,4.0,-,-,3.25,rm,
JE,Root,67,52.63,10551,55.37,Right-hand bat,288.0,45.63,90.9,3.01,rob,
DJ,Malan,12,30.95,1560,41.66,Left-hand bat,26.0,-,-,2.69,rls,
BA,Stokes,41,35.16,4089,61.92,Left-hand bat,965.4,34.13,60.9,3.35,rfm,
JM,Bairstow,52,39.20,5967,55.18,Right-hand bat,-,-,-,-,rm,
SCJ,Broad,116,20.36,4518,65.82,Left-hand bat,4002.4,29.04,58.5,2.97,rfm,
MA,Wood,11,18.66,472,59.32,Right-hand bat,353.3,41.82,75.7,3.31,rf,
MJ,Leach,1,30.00,74,40.54,Left-hand bat,51.0,56.50,153.0,2.21,lo,
JM,Anderson,136,9.82,2805,40.28,Left-hand bat,5012.2,27.36,56.6,2.89,rfm,
JA,Raval,11,38.11,1515,42.77,Left-hand bat,-,-,-,-,rls,
TWM,Latham,36,38.15,5259,45.71,Left-hand bat,-,-,-,-,rm,
KS,Williamson,65,50.35,10590,50.40,Right-hand bat,339.3,38.96,70.2,3.32,rob,
LRPL,Taylor,85,47.22,10582,59.35,Right-hand bat,16.0,24.00,48.0,3.00,rob,
HM,Nicholls,18,35.41,1679,50.62,Left-hand bat,-,-,-,-,rob,
BJ,Watling,54,38.33,6498,43.65,Right-hand bat,-,-,-,-,-,
C,de Grandhomme,10,38.35,682,78.73,Right-hand bat,269.5,29.16,67.4,2.59,rmf,
TG,Southee,60,17.57,1657,88.05,Right-hand bat,2222.2,30.82,60.6,3.05,rmf,
IS,Sodhi,15,24.82,795,53.08,Right-hand bat,487.0,48.71,76.8,3.80,rls,
N,Wagner,36,13.00,1078,41.00,Left-hand bat,1315.3,28.26,52.9,3.20,lmf,
TA,Boult,54,16.02,1036,52.60,Right-hand bat,2010.3,27.84,56.1,2.97,lfm,
