Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
JA,Burns,7,44.38,857,67.32,Right-hand bat,-,-,-,-,-,
DA,Warner,48,49.94,5693,76.32,Left-hand bat,55.0,63.50,82.5,4.61,rls,
UT,Khawaja,12,46.36,1663,52.97,Left-hand bat,-,-,-,-,rm,
SPD,Smith,38,57.90,6293,57.04,Right-hand bat,193.0,52.31,72.3,4.33,rls,
AC,Voges,12,85.66,1742,59.01,Right-hand bat,3.0,-,-,6.00,lo,
KC,Brathwaite,26,33.35,3707,43.18,Right-hand bat,91.1,37.00,68.3,3.24,rob,
R,Chandrika,3,14.50,276,31.52,Right-hand bat,-,-,-,-,rob,
DM,Bravo,41,41.61,6363,46.44,Left-hand bat,1.0,-,-,2.00,rm,
MN,Samuels,63,33.81,7547,47.93,Right-hand bat,732.0,59.63,107.1,3.34,rob,
J,Blackwood,14,34.34,1428,55.32,Right-hand bat,38.3,78.50,115.5,4.07,rob,
D,Ramdin,73,25.54,5794,48.94,Right-hand bat,-,-,-,-,-,
JO,Holder,12,28.68,842,64.72,Right-hand bat,300.5,38.28,85.9,2.67,rmf,
CR,Brathwaite,1,30.50,130,46.92,Right-hand bat,36.0,139.00,216.0,3.86,rfm,
KAJ,Roach,36,10.29,1477,33.44,Right-hand bat,1125.5,30.00,55.3,3.25,rfm,
JE,Taylor,45,12.96,1341,62.86,Right-hand bat,1288.5,34.25,59.4,3.45,rf,
JA,Warrican,3,44.00,85,51.76,Right-hand bat,107.0,49.66,71.3,4.17,lo,
MR,Marsh,12,24.87,724,54.97,Right-hand bat,191.4,30.90,54.7,3.38,rm,
PM,Nevill,9,27.30,554,49.27,Right-hand bat,-,-,-,-,-,
JL,Pattinson,15,30.09,826,40.07,Left-hand bat,487.3,25.75,47.1,3.27,rfm,
PM,Siddle,60,14.04,2115,46.47,Right-hand bat,2098.5,29.99,61.4,2.92,rfm,
JR,Hazlewood,14,25.66,302,50.99,Left-hand bat,482.5,24.13,48.2,2.99,rfm,
NM,Lyon,51,15.37,1178,41.76,Right-hand bat,1929.5,33.31,63.6,3.14,rob,
