Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
AB,de Villiers,17,41.53,2408,51.74,Right-hand bat,29.0,38.50,87.0,2.65,rm,
HH,Gibbs,76,45.45,11084,50.44,Right-hand bat,1.0,-,-,4.00,-,
HH,Dippenaar,34,31.26,3810,41.02,Right-hand bat,2.0,-,-,0.50,rob,
JH,Kallis,99,56.40,18260,42.93,Right-hand bat,2221.5,31.68,68.0,2.79,rfm,
AG,Prince,18,35.15,2193,41.67,Left-hand bat,9.0,-,-,2.44,rob,
JA,Rudolph,33,36.17,4434,42.42,Left-hand bat,103.4,96.75,155.5,3.73,rls,
MV,Boucher,91,30.16,6582,50.41,Right-hand bat,1.2,6.00,8.0,4.50,rm,
SM,Pollock,99,31.51,6588,51.18,Right-hand bat,3787.0,23.21,58.4,2.38,rfm,
N,Boje,39,25.95,2420,49.33,Left-hand bat,1271.1,39.26,80.2,2.93,lo,
A,Nel,21,7.68,321,38.31,Right-hand bat,764.2,27.43,55.9,2.94,rfm,
M,Ntini,64,10.04,901,55.71,Right-hand bat,2256.3,28.69,54.3,3.16,rf,
JL,Langer,100,45.35,13764,53.71,Left-hand bat,1.0,-,-,3.00,rm,
ML,Hayden,82,53.47,11970,60.30,Left-hand bat,9.0,-,-,4.44,rm,
RT,Ponting,103,57.72,14558,59.08,Right-hand bat,87.5,46.20,105.4,2.62,rm,
DR,Martyn,64,48.33,8440,51.54,Right-hand bat,58.0,84.00,174.0,2.89,rm,
MEK,Hussey,9,74.75,1779,50.42,Left-hand bat,4.0,-,-,4.50,rm,
A,Symonds,10,19.06,499,57.31,Right-hand bat,149.0,45.44,99.3,2.74,-,
AC,Gilchrist,83,48.23,6050,82.11,Left-hand bat,-,-,-,-,rob,
SK,Warne,138,16.74,5152,57.20,Right-hand bat,6455.3,25.21,57.4,2.63,rls,
B,Lee,52,21.04,1708,57.90,Right-hand bat,1802.4,30.86,51.7,3.57,rf,
MS,Kasprowicz,38,10.59,966,46.06,Right-hand bat,1190.0,32.88,63.1,3.12,rfm,
SR,Clark,3,15.50,47,65.95,Right-hand bat,118.0,15.85,35.4,2.68,rfm,
