Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
AN,Petersen,9,33.64,1082,52.86,Right-hand bat,12.0,36.00,72.0,3.00,rob,
GC,Smith,91,49.71,12397,60.15,Left-hand bat,224.2,104.00,168.2,3.70,rob,
HM,Amla,51,46.95,7756,50.24,Right-hand bat,7.0,-,-,4.00,-,
JH,Kallis,145,57.43,26418,45.22,Right-hand bat,3056.1,32.01,67.9,2.82,rfm,
AB,de Villiers,66,47.41,8821,53.74,Right-hand bat,33.0,49.50,99.0,3.00,rm,
AG,Prince,62,43.36,8131,43.73,Left-hand bat,16.0,47.00,96.0,2.93,rob,
MV,Boucher,139,30.70,10596,50.13,Right-hand bat,1.2,6.00,8.0,4.50,rm,
DW,Steyn,46,13.77,1446,42.87,Right-hand bat,1585.5,23.21,39.9,3.48,rf,
M,Morkel,31,14.57,1071,44.91,Left-hand bat,1018.1,30.22,54.0,3.35,rf,
PL,Harris,37,10.69,1357,33.89,Right-hand bat,1468.1,37.87,85.5,2.65,lo,
LL,Tsotsobe,5,6.33,53,35.84,Right-hand bat,145.0,49.77,96.6,3.08,lfm,
G,Gambhir,38,51.33,6090,53.10,Left-hand bat,-,-,-,-,rls,
V,Sehwag,87,53.43,9393,81.91,Right-hand bat,541.3,42.12,83.3,3.03,rob,
R,Dravid,150,52.44,28492,42.33,Right-hand bat,20.0,39.00,120.0,1.95,rob,
SR,Tendulkar,177,56.94,,,Right-hand bat,682.4,53.06,91.0,3.49,-,
VVS,Laxman,120,47.32,16011,49.35,Right-hand bat,54.0,63.00,162.0,2.33,rob,
CA,Pujara,3,21.40,207,51.69,Right-hand bat,-,-,-,-,rls,
MS,Dhoni,54,40.06,4849,60.32,Right-hand bat,3.0,-,-,6.33,rm,
Harbhajan,Singh,93,18.59,3077,65.25,Right-hand bat,4413.5,31.85,67.3,2.83,rob,
Z,Khan,78,12.90,2075,50.36,Right-hand bat,2626.0,31.94,58.1,3.29,lfm,
I,Sharma,31,13.29,1079,29.56,Right-hand bat,940.4,35.97,62.7,3.44,rfm,
S,Sreesanth,24,11.43,497,52.91,Right-hand bat,792.1,35.16,60.1,3.50,rfm,
