Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
GC,Smith,27,56.60,3948,61.65,Left-hand bat,60.5,66.66,121.6,3.28,rob,
AJ,Hall,11,37.38,983,49.44,Right-hand bat,266.5,31.62,59.2,3.20,rfm,
M,van Jaarsveld,8,31.54,766,45.30,Right-hand bat,7.0,-,-,4.00,-,
JH,Kallis,81,53.85,14488,41.63,Right-hand bat,1853.0,30.68,66.9,2.74,rfm,
JA,Rudolph,17,44.76,2543,44.00,Left-hand bat,73.0,90.00,146.0,3.69,rls,
HH,Dippenaar,27,30.76,2872,40.70,Right-hand bat,-,-,-,-,rob,
Z,de Bruyn,1,83.00,206,40.29,Right-hand bat,11.0,29.00,66.0,2.63,rfm,
SM,Pollock,86,33.06,5892,50.50,Right-hand bat,3231.1,21.56,55.2,2.34,rfm,
TL,Tsolekile,1,9.00,27,33.33,Right-hand bat,-,-,-,-,rob,
RJ,Peterson,5,31.80,220,72.27,Left-hand bat,130.5,50.37,98.1,3.08,lo,
V,Sehwag,28,53.64,3330,72.49,Right-hand bat,88.3,111.33,177.0,3.77,rob,
G,Gambhir,2,33.33,172,58.13,Left-hand bat,-,-,-,-,rls,
R,Dravid,83,56.60,16905,41.85,Right-hand bat,20.0,39.00,120.0,1.95,rob,
SR,Tendulkar,117,56.13,,,Right-hand bat,502.0,47.25,86.0,3.29,-,
SC,Ganguly,76,41.61,9524,49.37,Left-hand bat,366.2,51.50,91.5,3.37,rm,
VVS,Laxman,58,43.71,7448,49.89,Right-hand bat,42.0,100.00,252.0,2.38,rob,
KD,Karthik,2,5.00,39,38.46,Right-hand bat,-,-,-,-,-,
A,Kumble,89,16.50,4013,37.82,Right-hand bat,4714.2,28.06,65.7,2.56,rls,
Harbhajan,Singh,40,13.60,937,66.80,Right-hand bat,1847.2,28.23,62.9,2.68,rob,
Z,Khan,34,10.14,650,54.61,Right-hand bat,1052.5,36.30,67.9,3.20,lfm,
M,Kartik,8,9.77,231,38.09,Left-hand bat,322.0,34.16,80.5,2.54,lo,
M,Ntini,48,9.87,650,50.15,Right-hand bat,1630.5,30.64,57.8,3.17,rf,
