Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
KC,Brathwaite,47,36.43,7242,41.75,Right-hand bat,252.4,59.64,108.2,3.30,rob,
DS,Smith,41,23.71,3653,46.09,Left-hand bat,1.0,-,-,3.00,rob,
KOA,Powell,34,27.90,3605,49.54,Left-hand bat,1.0,-,-,0.00,-,
SD,Hope,20,30.83,2639,42.06,Right-hand bat,-,-,-,-,-,
RL,Chase,20,34.94,2554,46.51,Right-hand bat,474.5,46.00,81.4,3.39,rob,
SO,Dowrich,21,28.91,2190,46.21,Right-hand bat,-,-,-,-,-,
JO,Holder,32,30.12,2468,57.37,Right-hand bat,869.0,34.38,80.2,2.57,rmf,
D,Bishoo,31,16.10,1661,37.80,Left-hand bat,1208.2,36.08,68.3,3.16,rls,
KAJ,Roach,47,11.50,1941,36.16,Right-hand bat,1428.1,29.15,54.2,3.22,rfm,
ML,Cummins,11,7.75,236,39.40,Left-hand bat,284.0,44.47,81.1,3.28,rfm,
ST,Gabriel,35,5.19,422,38.15,Right-hand bat,942.5,30.52,54.9,3.33,rf,
MDKJ,Perera,13,28.56,897,73.24,Left-hand bat,-,-,-,-,-,
ML,Udawatte,2,5.75,72,31.94,Left-hand bat,-,-,-,-,rob,
MD,Gunathilaka,3,16.33,201,48.75,Left-hand bat,12.0,57.00,72.0,4.75,rob,
BKG,Mendis,27,38.40,3429,58.23,Right-hand bat,13.0,55.00,78.0,4.23,-,
DM,de Silva,15,40.96,1901,58.17,Right-hand bat,127.0,67.85,108.8,3.74,rob,
ARS,Silva,6,43.77,888,44.36,Right-hand bat,-,-,-,-,rob,
N,Dickwella,20,32.38,1673,69.69,Left-hand bat,-,-,-,-,-,
MDK,Perera,29,21.60,1973,49.26,Right-hand bat,1204.3,35.73,66.3,3.23,rob,
RAS,Lakmal,47,10.66,1184,48.64,Right-hand bat,1487.3,41.28,78.2,3.16,rfm,
CAK,Rajitha,2,1.33,50,8.00,Right-hand bat,60.0,14.54,32.7,2.66,rmf,
CBRLS,Kumara,12,4.00,117,37.60,Left-hand bat,372.2,36.87,55.8,3.96,rf,
