Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
JL,Langer,68,45.17,9152,52.32,Left-hand bat,1.0,-,-,3.00,rm,
ML,Hayden,47,57.95,6659,62.66,Left-hand bat,9.0,-,-,4.44,rm,
RT,Ponting,72,52.71,8998,58.00,Right-hand bat,71.5,46.50,107.7,2.58,rm,
DR,Martyn,36,47.67,4230,51.84,Right-hand bat,49.0,70.50,147.0,2.87,rm,
SR,Waugh,165,51.27,22043,48.61,Right-hand bat,1276.5,37.13,84.1,2.64,rm,
SM,Katich,3,27.66,159,52.20,Left-hand bat,34.5,17.66,34.8,3.04,lc,
AC,Gilchrist,48,59.09,3680,83.50,Left-hand bat,-,-,-,-,rob,
AJ,Bichel,18,17.63,501,66.86,Right-hand bat,516.3,32.39,58.4,3.32,rfm,
JN,Gillespie,47,14.21,1771,29.70,Right-hand bat,1562.2,24.46,51.2,2.86,rf,
NW,Bracken,1,-,13,46.15,Right-hand bat,30.0,34.00,60.0,3.40,lfm,
SCG,MacGill,27,8.77,532,44.54,Right-hand bat,1188.0,26.39,52.0,3.04,rls,
A,Chopra,3,37.50,638,35.26,Right-hand bat,-,-,-,-,-,
V,Sehwag,17,40.51,1582,69.15,Right-hand bat,60.3,70.66,121.0,3.50,rob,
R,Dravid,72,54.28,14392,41.48,Right-hand bat,20.0,39.00,120.0,1.95,rob,
SR,Tendulkar,108,56.21,,,Right-hand bat,415.0,47.46,88.9,3.20,-,
SC,Ganguly,69,42.41,8938,48.88,Left-hand bat,344.2,50.52,89.8,3.37,rm,
VVS,Laxman,47,45.07,6213,49.33,Right-hand bat,42.0,100.00,252.0,2.38,rob,
PA,Patel,10,25.90,687,37.70,Left-hand bat,-,-,-,-,-,
AB,Agarkar,17,15.33,735,50.06,Right-hand bat,541.5,45.25,83.3,3.25,rf,
Harbhajan,Singh,36,13.50,762,70.86,Right-hand bat,1607.5,28.47,63.8,2.67,rob,
Z,Khan,27,9.55,550,50.36,Right-hand bat,844.2,33.46,61.7,3.24,lfm,
A,Nehra,14,6.33,218,34.86,Right-hand bat,480.3,40.63,75.8,3.21,lmf,
