Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
MJ,Guptill,16,36.31,2349,44.82,Right-hand bat,42.2,41.50,63.5,3.92,rob,
BB,McCullum,58,36.70,5488,62.20,Right-hand bat,6.0,-,-,3.00,-,
KS,Williamson,6,37.81,930,44.73,Right-hand bat,42.0,92.50,126.0,4.40,rob,
LRPL,Taylor,31,42.37,3976,59.68,Right-hand bat,15.0,21.50,45.0,2.86,rob,
BJ,Watling,6,24.50,604,40.56,Right-hand bat,-,-,-,-,-,
DG,Brownlie,1,36.00,146,49.31,Right-hand bat,5.0,15.00,30.0,3.00,rm,
DL,Vettori,106,30.27,7319,57.90,Left-hand bat,4557.5,33.61,77.4,2.60,lo,
RA,Young,3,36.75,351,41.88,Right-hand bat,-,-,-,-,-,
DAJ,Bracewell,1,1.00,6,16.66,Right-hand bat,48.0,22.66,48.0,2.83,rfm,
JS,Patel,13,12.53,424,44.33,Right-hand bat,592.0,48.40,88.8,3.27,rob,
CS,Martin,62,2.47,536,20.33,Right-hand bat,2083.5,34.94,61.8,3.38,rfm,
TMK,Mawoyo,3,62.00,851,36.42,Right-hand bat,-,-,-,-,rmf,
V,Sibanda,6,26.66,597,53.60,Right-hand bat,-,-,-,-,-,
H,Masakadza,18,27.25,2258,42.24,Right-hand bat,39.0,18.00,58.5,1.84,rm,
BRM,Taylor,13,31.20,1504,51.86,Right-hand bat,7.0,-,-,5.42,rob,
T,Taibu,27,31.42,3701,41.61,Right-hand bat,8.0,27.00,48.0,3.37,rm,
MN,Waller,1,101.00,195,51.79,Right-hand bat,3.0,-,-,2.66,rob,
RW,Chakabva,1,21.00,133,31.57,Right-hand bat,-,-,-,-,rob,
RW,Price,21,8.34,797,30.36,Right-hand bat,1004.3,35.92,76.2,2.82,lo,
KM,Jarvis,3,18.50,137,27.00,Right-hand bat,107.3,29.69,49.6,3.59,rfm,
CB,Mpofu,9,2.45,137,19.70,Right-hand bat,241.2,44.45,72.4,3.68,rfm,
N,Ncube,1,8.50,23,73.91,Right-hand bat,35.0,121.00,210.0,3.45,rfm,
