Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
TG,McIntosh,8,26.35,1090,33.85,Left-hand bat,-,-,-,-,-,
MJ,Guptill,6,27.36,560,53.75,Right-hand bat,-,-,-,-,rob,
DR,Flynn,14,30.23,1559,40.73,Left-hand bat,-,-,-,-,-,
LRPL,Taylor,20,41.55,2534,59.03,Right-hand bat,5.2,-,-,2.62,rob,
PG,Fulton,9,23.15,662,45.46,Right-hand bat,-,-,-,-,rm,
GD,Elliott,4,10.00,249,24.09,Right-hand bat,42.0,66.00,126.0,3.14,rm,
BB,McCullum,47,31.90,3813,61.91,Right-hand bat,-,-,-,-,-,
DL,Vettori,95,29.99,6310,57.03,Left-hand bat,3895.1,33.45,76.1,2.63,lo,
SE,Bond,18,12.92,432,38.88,Right-hand bat,562.0,22.09,38.7,3.41,rf,
IE,O'Brien,20,6.50,480,35.20,Right-hand bat,632.5,35.11,62.2,3.38,rfm,
CS,Martin,51,2.30,432,19.21,Right-hand bat,1665.5,33.42,58.7,3.41,rfm,
Khurram,Manzoor,6,27.66,575,43.30,Right-hand bat,-,-,-,-,rob,
Imran,Farhat,28,32.26,3396,49.41,Left-hand bat,49.1,72.66,98.3,4.43,rls,
Fawad,Alam,3,41.66,441,56.68,Left-hand bat,-,-,-,-,lo,
Mohammad,Yousuf,83,54.46,13423,52.75,Right-hand bat,1.0,-,-,3.00,rob,
Umar,Akmal,1,102.00,334,61.07,Right-hand bat,-,-,-,-,-,
Shoaib,Malik,27,37.57,3222,44.32,Right-hand bat,335.0,67.82,118.2,3.44,rob,
Kamran,Akmal,44,33.84,3692,63.24,Right-hand bat,-,-,-,-,-,
Mohammad,Amir,4,15.60,194,40.20,Left-hand bat,120.0,37.70,72.0,3.14,lf,
Umar,Gul,22,8.19,507,42.01,Right-hand bat,792.0,32.50,54.0,3.61,rfm,
Mohammad,Asif,12,5.83,263,26.61,Left-hand bat,443.0,22.55,45.0,3.00,rfm,
Saeed,Ajmal,4,5.00,42,35.71,Right-hand bat,201.3,33.62,75.5,2.66,rob,
