Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
Tamim,Iqbal,21,39.80,2645,60.18,Left-hand bat,4.0,-,-,2.50,-,
Imrul,Kayes,15,17.03,1146,44.58,Left-hand bat,2.0,-,-,4.00,-,
Shahriar,Nafees,18,27.11,1812,53.86,Left-hand bat,-,-,-,-,-,
Raqibul,Hasan,8,21.26,781,40.84,Right-hand bat,3.0,5.00,18.0,1.66,rls,
Mushfiqur,Rahim,25,28.11,2886,43.83,Right-hand bat,-,-,-,-,-,
Shakib,Al Hasan,23,31.53,2299,56.24,Left-hand bat,915.1,31.55,66.1,2.86,lo,
Naeem,Islam,5,30.85,622,34.72,Right-hand bat,48.0,154.00,288.0,3.20,rob,
Nasir,Hossain,1,34.00,47,72.34,Right-hand bat,9.0,-,-,2.11,rob,
Elias,Sunny,1,0.00,4,0.00,Left-hand bat,29.0,18.28,24.8,4.41,lo,
Shahadat,Hossain,30,9.82,893,45.12,Right-hand bat,731.2,45.25,65.4,4.14,rmf,
Rubel,Hossain,10,8.00,217,33.17,Right-hand bat,276.0,75.68,103.5,4.38,rf,
LMP,Simmons,8,17.37,593,46.88,Right-hand bat,32.0,147.00,192.0,4.59,rmf,
KC,Brathwaite,2,12.00,163,29.44,Right-hand bat,-,-,-,-,rob,
KA,Edwards,2,53.66,317,50.78,Right-hand bat,4.0,-,-,4.75,rob,
DM,Bravo,9,38.85,1323,41.11,Left-hand bat,-,-,-,-,rm,
S,Chanderpaul,134,49.04,22298,42.22,Left-hand bat,290.0,98.11,193.3,3.04,rls,
MN,Samuels,33,28.92,3590,44.31,Right-hand bat,307.0,100.30,184.2,3.26,rob,
CS,Baugh,14,21.18,832,56.00,Right-hand bat,-,-,-,-,rls,
DJG,Sammy,17,17.75,844,61.01,Right-hand bat,530.4,29.35,66.3,2.65,rm,
R,Rampaul,11,18.38,430,55.58,Left-hand bat,339.4,36.51,75.4,2.90,rfm,
FH,Edwards,47,5.82,1186,25.54,Right-hand bat,1351.5,37.17,56.7,3.93,rf,
D,Bishoo,6,10.87,182,47.80,Left-hand bat,269.4,34.37,67.4,3.05,rls,
