Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
AJ,Strauss,60,44.26,9574,49.46,Left-hand bat,-,-,-,-,lm,
AN,Cook,41,43.35,6560,46.92,Left-hand bat,1.0,-,-,1.00,-,
OA,Shah,6,26.90,642,41.90,Right-hand bat,5.0,-,-,6.20,rob,
KP,Pietersen,50,51.09,7038,63.15,Right-hand bat,122.3,129.50,183.7,4.22,rob,
PD,Collingwood,46,43.87,6998,46.39,Right-hand bat,236.3,55.00,101.3,3.25,rm,
MJ,Prior,16,48.00,1603,59.88,Right-hand bat,-,-,-,-,-,
SCJ,Broad,15,29.18,810,57.65,Left-hand bat,492.2,40.60,77.7,3.13,rfm,
GP,Swann,5,14.00,64,65.62,Right-hand bat,280.5,28.62,62.4,2.75,rob,
CH,Gayle,80,40.00,9463,57.07,Left-hand bat,1100.5,41.24,94.3,2.62,rob,
DS,Smith,29,24.69,2612,46.32,Left-hand bat,1.0,-,-,3.00,rob,
DBL,Powell,37,7.82,1141,35.67,Right-hand bat,1179.3,47.85,83.2,3.44,rfm,
RR,Sarwan,79,42.57,11922,46.42,Right-hand bat,336.0,50.26,87.6,3.44,rls,
LMP,Simmons,1,16.00,91,35.16,Right-hand bat,11.0,-,-,5.00,rmf,
S,Chanderpaul,119,50.01,19779,42.98,Left-hand bat,280.0,105.62,210.0,3.01,rls,
BP,Nash,7,44.55,1000,40.10,Left-hand bat,53.0,176.00,318.0,3.32,lm,
RO,Hinds,14,22.77,1231,40.69,Left-hand bat,278.3,69.33,139.2,2.98,lo,
D,Ramdin,34,23.56,2626,45.77,Right-hand bat,-,-,-,-,-,
FH,Edwards,41,4.91,927,23.84,Right-hand bat,1155.1,39.94,60.2,3.97,rf,
LS,Baker,2,0.00,8,0.00,Left-hand bat,56.0,50.25,84.0,3.58,rmf,
JM,Anderson,35,14.19,879,33.90,Left-hand bat,1186.2,35.43,60.8,3.49,rfm,
MS,Panesar,38,5.33,583,30.18,Left-hand bat,1472.0,33.72,70.6,2.86,lo,
A,Khan,1,-,-,-,Right-hand bat,29.0,122.00,174.0,4.20,rfm,
