Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
MJ,Slater,70,43.94,9689,53.07,Right-hand bat,4.1,10.00,25.0,2.40,rm,
ML,Hayden,16,40.18,1962,55.30,Left-hand bat,9.0,-,-,4.44,rm,
JL,Langer,41,39.04,5408,47.65,Left-hand bat,1.0,-,-,3.00,rm,
ME,Waugh,111,41.65,13709,51.65,Right-hand bat,724.0,38.98,80.4,2.90,-,
SR,Waugh,135,50.93,18823,47.62,Right-hand bat,1195.5,35.74,80.6,2.66,rm,
RT,Ponting,42,42.96,4939,50.45,Right-hand bat,51.5,33.00,77.7,2.54,rm,
AC,Gilchrist,17,47.33,1315,75.58,Left-hand bat,-,-,-,-,rob,
SK,Warne,87,15.11,3168,52.49,Right-hand bat,4069.1,26.62,64.9,2.45,rls,
JN,Gillespie,21,15.22,1267,26.44,Right-hand bat,638.3,22.53,46.1,2.92,rf,
CR,Miller,18,8.28,308,56.49,Right-hand bat,681.5,26.15,59.2,2.64,-,
GD,McGrath,70,6.68,986,39.35,Right-hand bat,2797.2,21.71,51.4,2.53,rfm,
SS,Das,6,39.60,877,45.15,Right-hand bat,3.0,-,-,2.33,rm,
S,Ramesh,15,40.17,2245,50.11,Left-hand bat,4.0,-,-,4.75,rob,
VVS,Laxman,22,37.13,2653,50.39,Right-hand bat,25.0,-,-,2.72,rob,
SR,Tendulkar,82,56.94,,,Right-hand bat,273.0,38.09,74.4,3.06,-,
SC,Ganguly,41,44.01,5890,47.82,Left-hand bat,236.5,37.42,67.6,3.31,rm,
R,Dravid,43,53.82,9015,40.59,Right-hand bat,11.0,-,-,1.90,rob,
SS,Dighe,1,26.00,72,36.11,Right-hand bat,-,-,-,-,-,
SV,Bahutule,1,21.00,61,34.42,Left-hand bat,30.0,51.00,90.0,3.40,rls,
Z,Khan,4,12.33,80,46.25,Right-hand bat,119.4,48.00,89.7,3.20,lfm,
Harbhajan,Singh,11,8.12,159,40.88,Right-hand bat,464.1,25.56,52.5,2.91,rob,
NM,Kulkarni,3,5.00,42,11.90,Left-hand bat,123.0,166.00,369.0,2.69,lo,
