Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
JM,How,10,23.94,823,49.45,Right-hand bat,-,-,-,-,-,
AJ,Redmond,1,8.50,62,27.41,Right-hand bat,-,-,-,-,rls,
JAH,Marshall,6,21.11,504,37.69,Right-hand bat,-,-,-,-,rm,
LRPL,Taylor,6,32.75,672,58.48,Right-hand bat,3.2,-,-,3.00,rob,
BB,McCullum,33,32.12,2468,65.07,Right-hand bat,-,-,-,-,-,
DR,Flynn,1,38.00,150,25.33,Left-hand bat,-,-,-,-,-,
JDP,Oram,28,37.97,3053,50.99,Left-hand bat,723.2,29.86,73.5,2.43,rfm,
DL,Vettori,81,27.59,4790,57.03,Left-hand bat,3218.5,34.38,77.2,2.67,lo,
KD,Mills,12,12.26,477,38.57,Right-hand bat,321.5,27.85,56.7,2.94,rfm,
TG,Southee,2,41.50,69,120.28,Right-hand bat,63.1,39.60,75.8,3.13,rmf,
CS,Martin,41,2.55,361,20.49,Right-hand bat,1322.4,32.74,57.5,3.41,rfm,
AJ,Strauss,47,41.39,7177,49.60,Left-hand bat,-,-,-,-,lm,
AN,Cook,28,43.82,4756,46.06,Left-hand bat,-,-,-,-,-,
MP,Vaughan,77,42.96,10844,51.50,Right-hand bat,163.0,93.50,163.0,3.44,rob,
KP,Pietersen,37,49.04,5213,63.03,Right-hand bat,85.0,126.33,170.0,4.45,rob,
IR,Bell,37,42.70,5093,50.30,Right-hand bat,18.0,76.00,108.0,4.22,rm,
PD,Collingwood,34,41.91,5438,44.70,Right-hand bat,192.3,44.57,82.5,3.24,rm,
TR,Ambrose,4,29.14,434,47.00,Right-hand bat,-,-,-,-,-,
SCJ,Broad,4,23.40,248,47.17,Left-hand bat,161.0,40.33,80.5,3.00,rfm,
RJ,Sidebottom,14,16.42,650,35.38,Left-hand bat,547.4,25.93,55.6,2.79,lfm,
MS,Panesar,27,6.37,504,30.35,Left-hand bat,1058.0,32.68,67.5,2.90,lo,
JM,Anderson,23,11.92,449,34.52,Left-hand bat,746.3,37.92,59.7,3.80,rfm,
