Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
JL,Langer,101,46.18,14008,54.07,Left-hand bat,1.0,-,-,3.00,rm,
ML,Hayden,85,52.74,12278,60.14,Left-hand bat,9.0,-,-,4.44,rm,
RT,Ponting,106,59.52,15341,58.97,Right-hand bat,87.5,46.20,105.4,2.62,rm,
DR,Martyn,66,47.20,8532,51.45,Right-hand bat,58.0,84.00,174.0,2.89,rm,
MEK,Hussey,12,76.56,2313,52.96,Left-hand bat,5.0,-,-,4.60,rm,
MJ,Clarke,23,36.84,2154,54.73,Right-hand bat,26.2,9.37,19.7,2.84,lo,
AC,Gilchrist,86,48.33,6283,81.55,Left-hand bat,-,-,-,-,rob,
SK,Warne,141,16.62,5221,56.98,Right-hand bat,6585.5,25.32,57.3,2.64,rls,
B,Lee,55,21.95,1893,56.84,Right-hand bat,1886.4,31.85,53.1,3.59,rf,
SR,Clark,5,17.50,90,77.77,Right-hand bat,185.1,17.39,39.6,2.63,rfm,
GD,McGrath,120,7.60,1538,41.54,Right-hand bat,4707.4,21.46,51.4,2.50,rfm,
AJ,Strauss,32,45.17,5047,51.91,Left-hand bat,-,-,-,-,lm,
AN,Cook,10,50.93,1810,45.02,Left-hand bat,-,-,-,-,-,
IR,Bell,19,46.10,2583,51.76,Right-hand bat,18.0,76.00,108.0,4.22,rm,
PD,Collingwood,16,41.77,2658,42.43,Right-hand bat,72.0,245.00,432.0,3.40,rm,
KP,Pietersen,19,48.71,2410,70.74,Right-hand bat,26.0,118.00,156.0,4.53,rob,
A,Flintoff,63,32.40,4840,64.93,Right-hand bat,1991.4,31.24,62.8,2.98,rfm,
GO,Jones,32,25.80,2123,54.68,Right-hand bat,-,-,-,-,-,
AF,Giles,53,20.80,3012,46.28,Right-hand bat,1978.0,40.12,84.1,2.85,lo,
MJ,Hoggard,59,7.67,1907,22.12,Right-hand bat,2070.0,30.12,55.4,3.25,rfm,
SJ,Harmison,46,11.26,848,61.08,Right-hand bat,1686.3,29.63,56.2,3.16,rfm,
JM,Anderson,14,15.83,257,36.96,Left-hand bat,408.1,36.85,58.3,3.79,rfm,
