Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
Javed,Omar,38,22.35,4396,37.62,Right-hand bat,1.0,-,-,12.00,rls,
Shahriar,Nafees,9,27.44,882,56.00,Left-hand bat,-,-,-,-,-,
Rajin,Saleh,20,29.56,2931,37.32,Right-hand bat,73.0,134.00,219.0,3.67,rob,
Habibul,Bashar,45,32.98,4802,60.45,Right-hand bat,47.0,-,-,4.61,rob,
Mohammad,Ashraful,36,24.28,3575,45.51,Right-hand bat,161.0,79.44,107.3,4.44,rob,
Shakib,Al Hasan,3,19.20,192,50.00,Left-hand bat,48.0,-,-,3.08,lo,
Khaled,Mashud,44,19.04,4136,34.06,Right-hand bat,-,-,-,-,-,
Shahadat,Hossain,9,7.33,250,35.20,Right-hand bat,221.3,43.52,57.7,4.51,rmf,
Mashrafe,Mortaza,23,11.68,624,71.15,Right-hand bat,676.5,38.17,71.2,3.21,rfm,
Mohammad,Rafique,29,20.50,1564,65.53,Left-hand bat,1311.2,38.60,83.7,2.76,lo,
Abdur,Razzak,2,6.33,31,61.29,Left-hand bat,60.0,208.00,360.0,3.46,lo,
MG,Vandort,7,57.80,1080,53.51,Left-hand bat,-,-,-,-,rm,
SM,Warnapura,1,0.00,1,0.00,Left-hand bat,-,-,-,-,rob,
KC,Sangakkara,65,50.19,9263,54.73,Left-hand bat,1.0,-,-,4.00,rob,
DPMD,Jayawardene,86,48.97,12267,52.30,Right-hand bat,76.2,57.00,114.5,2.98,rm,
LPC,Silva,3,53.50,316,67.72,Right-hand bat,-,-,-,-,rls,
TM,Dilshan,40,37.45,3765,56.70,Right-hand bat,95.0,40.28,81.4,2.96,rob,
HAPW,Jayawardene,10,31.22,574,48.95,Right-hand bat,-,-,-,-,-,
WPUJC,Vaas,97,23.28,6135,43.25,Left-hand bat,3466.4,29.39,66.0,2.67,lfm,
SL,Malinga,22,7.76,373,35.38,Right-hand bat,609.1,30.96,48.0,3.86,rf,
M,Muralitharan,111,11.75,1613,69.24,Right-hand bat,6161.1,21.59,54.1,2.39,rob,
CRD,Fernando,25,5.90,477,25.99,Right-hand bat,625.2,31.41,52.1,3.61,rfm,
