Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
Imrul,Kayes,37,25.37,3681,48.24,Left-hand bat,4.0,-,-,3.00,-,
Soumya,Sarkar,11,27.09,976,58.29,Left-hand bat,42.4,159.00,256.0,3.72,rmf,
Mominul,Haque,32,44.35,4371,56.82,Left-hand bat,72.1,70.25,108.2,3.89,lo,
Mohammad,Mithun,2,26.00,199,52.26,Right-hand bat,-,-,-,-,-,
Shakib,Al Hasan,54,39.23,6011,62.00,Left-hand bat,2099.2,31.45,62.6,3.01,lo,
Mushfiqur,Rahim,65,35.32,8516,46.87,Right-hand bat,-,-,-,-,-,
Mahmudullah,,42,30.28,4350,52.20,Right-hand bat,554.3,46.36,81.1,3.42,rob,
Mehidy,Hasan Miraz,17,19.44,1046,50.19,Right-hand bat,732.1,33.12,61.0,3.25,rob,
Nayeem,Hasan,1,15.50,101,30.69,Right-hand bat,21.0,18.00,25.2,4.28,rob,
Taijul,Islam,22,9.93,704,43.75,Left-hand bat,927.2,31.10,59.1,3.15,lo,
Mustafizur,Rahman,12,3.63,114,35.08,Left-hand bat,293.3,33.74,65.2,3.10,lfm,
KC,Brathwaite,52,35.97,8018,41.28,Right-hand bat,276.3,60.46,110.6,3.28,rob,
KOA,Powell,39,27.41,3905,51.24,Left-hand bat,1.0,-,-,0.00,-,
SD,Hope,25,29.00,3031,43.05,Right-hand bat,-,-,-,-,-,
SW,Ambris,5,17.22,324,47.83,Right-hand bat,-,-,-,-,-,
RL,Chase,25,33.90,3031,48.10,Right-hand bat,548.4,46.07,80.2,3.44,rob,
SO,Hetmyer,9,25.66,611,75.61,Left-hand bat,-,-,-,-,-,
SO,Dowrich,26,28.24,2541,45.57,Right-hand bat,-,-,-,-,-,
D,Bishoo,35,15.77,1862,37.27,Left-hand bat,1316.3,36.87,68.6,3.22,rls,
KAJ,Roach,49,11.53,2001,36.88,Right-hand bat,1451.1,28.59,53.0,3.23,rfm,
JA,Warrican,6,33.25,230,57.82,Right-hand bat,194.4,37.63,61.4,3.67,lo,
ST,Gabriel,40,4.87,482,39.41,Right-hand bat,1043.3,29.73,52.1,3.41,rf,
