Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
Hannan,Sarkar,1,28.00,73,76.71,Right-hand bat,-,-,-,-,rm,
Al,Sahariar,10,21.20,900,47.11,Right-hand bat,-,-,-,-,rls,
Ehsanul,Haque,1,3.50,31,22.58,Right-hand bat,3.0,-,-,6.00,rob,
Habibul,Bashar,12,37.82,1538,56.56,Right-hand bat,22.0,-,-,5.27,rob,
Akram,Khan,6,16.16,554,35.01,Right-hand bat,-,-,-,-,rm,
Aminul,Islam,12,22.30,1464,35.04,Right-hand bat,33.0,149.00,198.0,4.51,rob,
Khaled,Mashud,11,15.87,794,31.98,Right-hand bat,-,-,-,-,-,
Enamul,Haque,7,14.30,359,39.83,Left-hand bat,273.4,48.93,102.6,2.86,lo,
Manjural,Islam,10,2.81,192,16.14,Left-hand bat,281.0,52.52,88.7,3.55,lfm,
Alamgir,Kabir,1,0.00,22,0.00,Right-hand bat,15.0,-,-,5.46,rmf,
Talha,Jubair,1,-,28,17.85,Right-hand bat,21.0,60.00,63.0,5.71,rm,
MS,Atapattu,59,38.40,10,11,Right-hand bat,8.0,24.00,48.0,3.00,rls,
RP,Arnold,41,30.47,4021,44.71,Left-hand bat,216.2,53.09,118.0,2.69,rob,
KC,Sangakkara,24,49.05,3427,50.10,Left-hand bat,-,-,-,-,rob,
DPMD,Jayawardene,45,48.89,5903,54.66,Right-hand bat,68.2,53.00,102.5,3.10,rm,
PA,de Silva,93,42.97,,,Right-hand bat,432.3,41.65,89.4,2.79,rob,
ST,Jayasuriya,74,41.34,10,21,Left-hand bat,886.1,33.74,80.5,2.51,lo,
HAPW,Jayawardene,2,5.00,16,31.25,Right-hand bat,-,-,-,-,-,
TCB,Fernando,8,20.60,285,36.14,Right-hand bat,191.4,46.50,71.8,3.88,rfm,
M,Muralitharan,76,12.22,1075,65.95,Right-hand bat,4255.5,23.32,59.3,2.35,rob,
CRD,Fernando,11,5.36,229,25.76,Right-hand bat,270.1,39.34,62.3,3.78,rfm,
WRS,de Silva,1,-,17,29.41,Right-hand bat,24.0,22.00,48.0,2.75,lmf,
