Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
Mohammad,Hafeez,31,36.07,3693,53.72,Right-hand bat,439.5,32.29,77.6,2.49,rob,
Nasir,Jamshed,2,12.75,107,47.66,Left-hand bat,-,-,-,-,-,
Azhar,Ali,26,43.43,4862,39.30,Right-hand bat,15.0,54.00,90.0,3.60,rls,
Younis,Khan,81,51.18,12747,52.60,Right-hand bat,121.0,54.62,90.7,3.61,-,
Misbah-ul-Haq,,38,44.51,5877,40.90,Right-hand bat,-,-,-,-,rls,
Asad,Shafiq,18,43.24,2541,42.54,Right-hand bat,-,-,-,-,rob,
Sarfaraz,Ahmed,3,5.33,83,38.55,Right-hand bat,-,-,-,-,rob,
Tanvir,Ahmed,5,34.00,271,62.73,Right-hand bat,117.5,26.64,41.5,3.84,rfm,
Umar,Gul,47,9.94,1204,47.92,Right-hand bat,1599.5,34.06,58.8,3.47,rfm,
Saeed,Ajmal,25,11.03,731,39.26,Right-hand bat,1348.0,27.03,60.8,2.66,rob,
Mohammad,Irfan,1,4.00,26,30.76,Right-hand bat,31.0,40.33,62.0,3.90,lf,
GC,Smith,109,48.87,14662,59.66,Left-hand bat,236.2,110.62,177.2,3.74,rob,
AN,Petersen,23,39.47,3113,50.72,Right-hand bat,19.0,62.00,114.0,3.26,rob,
HM,Amla,69,51.75,10868,52.38,Right-hand bat,9.0,-,-,4.11,-,
F,du Plessis,6,75.57,1201,44.04,Right-hand bat,10.0,-,-,6.00,rls,
JH,Kallis,162,56.10,28486,46.08,Right-hand bat,3307.0,32.43,68.8,2.82,rfm,
AB,de Villiers,84,49.94,11427,54.63,Right-hand bat,33.0,49.50,99.0,3.00,rm,
D,Elgar,5,37.00,374,49.46,Left-hand bat,3.0,-,-,6.00,lo,
RJ,Peterson,11,24.33,429,68.06,Left-hand bat,299.2,32.26,59.8,3.23,lo,
VD,Philander,15,19.33,620,46.77,Right-hand bat,521.3,16.81,35.9,2.80,rfm,
DW,Steyn,64,13.88,2025,42.51,Right-hand bat,2242.4,22.68,41.1,3.30,rf,
M,Morkel,49,13.68,1312,50.07,Left-hand bat,1607.4,29.97,55.1,3.26,rf,
