Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
GC,Smith,105,49.53,14360,59.67,Left-hand bat,235.2,109.37,176.5,3.71,rob,
AN,Petersen,19,40.79,2714,51.10,Right-hand bat,15.0,56.00,90.0,3.73,rob,
HM,Amla,65,50.69,10222,52.07,Right-hand bat,9.0,-,-,4.11,-,
JH,Kallis,158,56.92,28246,45.95,Right-hand bat,3239.3,32.57,68.9,2.83,rfm,
AB,de Villiers,80,49.11,10858,54.28,Right-hand bat,33.0,49.50,99.0,3.00,rm,
D,Elgar,1,0.00,16,0.00,Left-hand bat,1.0,-,-,4.00,lo,
F,du Plessis,2,146.50,715,40.97,Right-hand bat,10.0,-,-,6.00,rls,
RJ,Peterson,7,24.25,275,70.54,Left-hand bat,188.0,33.40,56.4,3.55,lo,
VD,Philander,12,20.53,570,46.84,Right-hand bat,415.3,17.98,37.2,2.90,rfm,
DW,Steyn,60,13.90,1979,42.14,Right-hand bat,2096.2,23.79,42.0,3.39,rf,
M,Morkel,45,13.80,1302,49.84,Left-hand bat,1497.2,30.20,54.7,3.30,rf,
DA,Warner,12,41.89,1082,73.56,Left-hand bat,36.0,41.00,54.0,4.55,rls,
EJM,Cowan,10,34.47,1342,43.66,Left-hand bat,-,-,-,-,rls,
SR,Watson,36,36.92,4671,50.58,Right-hand bat,600.2,29.20,60.0,2.91,rfm,
NM,Lyon,16,16.20,361,44.87,Right-hand bat,580.5,30.64,64.5,2.84,rob,
RT,Ponting,168,51.85,22782,58.72,Right-hand bat,97.5,55.20,117.4,2.82,rm,
MJ,Clarke,86,51.72,11964,55.77,Right-hand bat,372.0,36.30,74.4,2.92,lo,
MEK,Hussey,76,50.44,12053,49.80,Left-hand bat,94.0,42.00,80.5,3.12,rm,
MS,Wade,6,35.44,641,49.76,Left-hand bat,-,-,-,-,rm,
JW,Hastings,1,26.00,88,59.09,Right-hand bat,39.0,153.00,234.0,3.92,rfm,
MG,Johnson,48,21.26,2182,59.44,Left-hand bat,1820.4,31.17,55.7,3.35,lf,
MA,Starc,5,43.75,236,74.15,Left-hand bat,146.3,29.66,48.8,3.64,lf,
