Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
ST,Jayasuriya,100,42.17,14,29,Left-hand bat,1232.5,32.78,80.4,2.44,lo,
MS,Atapattu,85,38.72,16,13,Right-hand bat,8.0,24.00,48.0,3.00,rls,
KC,Sangakkara,50,48.02,6856,53.93,Left-hand bat,1.0,-,-,4.00,rob,
DPMD,Jayawardene,71,47.65,9827,51.39,Right-hand bat,76.2,57.00,114.5,2.98,rm,
TT,Samaraweera,30,50.41,4338,41.83,Right-hand bat,214.1,47.92,91.7,3.13,rob,
TM,Dilshan,27,38.39,2605,56.00,Right-hand bat,54.0,27.60,64.8,2.55,rob,
WPUJC,Vaas,88,21.46,5172,43.15,Left-hand bat,3200.4,28.94,65.3,2.65,lfm,
HMRKB,Herath,12,8.78,367,33.51,Left-hand bat,399.1,34.40,68.4,3.01,lo,
M,Muralitharan,95,13.11,1465,69.82,Right-hand bat,5316.1,22.15,56.6,2.34,rob,
CRD,Fernando,18,5.58,383,24.80,Right-hand bat,439.2,31.72,48.8,3.89,rfm,
Javed,Omar,31,22.55,3880,35.46,Right-hand bat,1.0,-,-,12.00,rls,
Shahriar,Nafees,2,18.00,131,54.96,Left-hand bat,-,-,-,-,-,
Habibul,Bashar,38,33.97,4178,60.17,Right-hand bat,39.0,-,-,5.00,rob,
Nafees,Iqbal,9,25.00,1120,40.17,Right-hand bat,-,-,-,-,rm,
Mohammad,Ashraful,29,23.50,3007,42.20,Right-hand bat,129.0,70.37,96.7,4.36,rob,
Aftab,Ahmed,8,20.86,486,64.40,Right-hand bat,28.0,74.00,84.0,5.28,rm,
Khaled,Mashud,37,20.00,3590,35.09,Right-hand bat,-,-,-,-,-,
Mohammad,Rafique,22,19.59,1171,61.91,Left-hand bat,1008.4,36.42,82.9,2.63,lo,
Syed,Rasel,2,6.50,49,53.06,Left-hand bat,40.5,32.66,40.8,4.80,lmf,
Shahadat,Hossain,3,5.25,59,35.59,Right-hand bat,52.0,47.33,52.0,5.46,rmf,
Enamul,Haque jnr,7,6.00,84,21.42,Right-hand bat,281.2,34.12,70.3,2.91,lo,
SL,Malinga,10,3.20,68,23.52,Right-hand bat,275.1,28.86,44.6,3.88,rf,
