Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
D,Elgar,37,38.98,4748,45.15,Left-hand bat,150.5,42.61,69.6,3.67,lo,
HG,Kuhn,2,13.00,151,34.43,Right-hand bat,-,-,-,-,-,
HM,Amla,105,49.43,16246,50.20,Right-hand bat,9.0,-,-,4.11,-,
Q,de Kock,21,49.03,2021,72.78,Left-hand bat,-,-,-,-,-,
F,du Plessis,41,44.78,5898,42.52,Right-hand bat,13.0,-,-,5.30,rls,
T,Bavuma,22,31.09,2123,45.40,Right-hand bat,15.0,51.00,90.0,3.40,rm,
VD,Philander,45,26.13,2519,46.68,Right-hand bat,1376.2,22.21,48.8,2.72,rfm,
CH,Morris,3,29.40,283,51.94,Right-hand bat,75.5,33.11,50.5,3.92,rfm,
KA,Maharaj,9,14.50,207,70.04,Right-hand bat,324.0,25.77,54.0,2.86,lo,
M,Morkel,76,12.35,1688,51.24,Left-hand bat,2435.0,29.18,55.7,3.14,rf,
D,Olivier,2,3.00,25,12.00,Right-hand bat,28.2,17.28,24.2,4.27,rfm,
AN,Cook,142,46.17,23857,46.83,Left-hand bat,3.0,7.00,18.0,2.33,-,
KK,Jennings,4,26.37,498,42.36,Left-hand bat,6.0,-,-,3.66,rmf,
GS,Ballance,23,37.45,3176,47.16,Left-hand bat,2.0,-,-,2.50,rls,
JE,Root,55,53.57,8695,56.06,Right-hand bat,237.5,48.06,95.1,3.03,rob,
JM,Bairstow,40,40.58,4635,55.16,Right-hand bat,-,-,-,-,rm,
BA,Stokes,34,32.95,3148,62.80,Left-hand bat,850.1,34.78,61.4,3.39,rfm,
MM,Ali,39,35.01,4027,51.30,Left-hand bat,1170.0,38.83,62.6,3.71,rob,
LA,Dawson,3,21.00,197,42.63,Right-hand bat,87.4,42.57,75.1,3.39,lo,
SCJ,Broad,104,21.34,4202,65.51,Left-hand bat,3562.0,28.67,57.2,3.00,rfm,
MA,Wood,10,16.84,396,55.30,Right-hand bat,310.3,40.65,71.6,3.40,rf,
JM,Anderson,124,10.13,2679,41.24,Left-hand bat,4541.4,28.27,57.1,2.96,rfm,
