Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
CH,Gayle,89,42.26,10734,59.06,Left-hand bat,1142.5,41.59,95.2,2.62,rob,
AB,Barath,3,37.80,313,60.38,Right-hand bat,1.0,-,-,4.00,rob,
DM,Bravo,1,58.00,159,36.47,Left-hand bat,-,-,-,-,rm,
S,Chanderpaul,127,49.18,21065,42.72,Left-hand bat,280.0,105.62,210.0,3.01,rls,
BP,Nash,16,38.12,2206,43.20,Left-hand bat,73.0,108.50,219.0,2.97,lm,
DJ,Bravo,38,32.05,4484,48.61,Right-hand bat,1055.4,39.96,75.4,3.17,rm,
CS,Baugh,6,20.40,370,55.13,Right-hand bat,-,-,-,-,rls,
DJG,Sammy,9,18.18,541,53.78,Right-hand bat,263.4,29.77,58.5,3.04,rm,
AD,Russell,1,2.00,9,22.22,Right-hand bat,23.0,104.00,138.0,4.52,rf,
S,Shillingford,4,10.00,160,37.50,Right-hand bat,226.2,51.57,97.0,3.18,rob,
NT,Paranavitana,14,37.08,1924,48.18,Left-hand bat,15.0,76.00,90.0,5.06,rob,
TM,Dilshan,64,43.04,6031,65.66,Right-hand bat,200.2,37.81,75.1,3.01,rob,
KC,Sangakkara,92,56.59,14460,55.96,Left-hand bat,11.0,-,-,3.45,rob,
DPMD,Jayawardene,114,54.11,18093,52.64,Right-hand bat,91.1,48.66,91.1,3.20,rm,
TT,Samaraweera,61,53.93,8981,48.04,Right-hand bat,215.1,48.50,92.2,3.15,rob,
AD,Mathews,11,35.85,874,57.43,Right-hand bat,118.0,64.33,118.0,3.27,rm,
HAPW,Jayawardene,34,29.94,2314,49.17,Right-hand bat,-,-,-,-,-,
S,Randiv,3,8.66,88,29.54,Right-hand bat,175.3,40.50,75.2,3.23,rob,
KTGD,Prasad,6,22.60,167,67.66,Right-hand bat,174.2,60.30,80.4,4.49,rfm,
BAW,Mendis,13,14.90,348,42.81,Right-hand bat,597.0,32.37,63.9,3.03,rob,
T,Thushara,10,8.54,201,46.76,Left-hand bat,278.0,37.14,59.5,3.74,lfm,
KAJ,Roach,8,6.33,162,35.18,Right-hand bat,281.2,29.09,54.4,3.20,rfm,
