Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
JL,Langer,96,46.02,13446,53.74,Left-hand bat,1.0,-,-,3.00,rm,
ML,Hayden,77,53.53,10930,61.22,Left-hand bat,9.0,-,-,4.44,rm,
RT,Ponting,98,56.15,13398,58.68,Right-hand bat,85.5,44.80,103.0,2.60,rm,
BJ,Hodge,3,86.25,636,54.24,Right-hand bat,2.0,-,-,4.00,rob,
MEK,Hussey,4,88.40,843,52.43,Left-hand bat,-,-,-,-,rm,
A,Symonds,5,12.62,256,39.45,Right-hand bat,60.0,85.00,180.0,2.83,-,
AC,Gilchrist,78,50.84,5870,82.28,Left-hand bat,-,-,-,-,rob,
SK,Warne,133,16.80,5047,56.58,Right-hand bat,6231.5,25.01,57.4,2.61,rls,
B,Lee,47,20.95,1528,57.59,Right-hand bat,1607.0,31.74,52.1,3.65,rf,
NW,Bracken,5,17.50,112,62.50,Right-hand bat,185.0,42.08,92.5,2.72,lfm,
GD,McGrath,117,7.36,1453,42.60,Right-hand bat,4574.3,21.41,51.3,2.50,rfm,
AB,de Villiers,12,52.35,1883,55.60,Right-hand bat,28.0,32.50,84.0,2.32,rm,
GC,Smith,41,53.28,5872,59.89,Left-hand bat,180.5,87.28,155.0,3.37,rob,
HH,Gibbs,71,46.73,10479,50.39,Right-hand bat,1.0,-,-,4.00,-,
JA,Rudolph,28,40.40,4010,42.31,Left-hand bat,92.4,84.50,139.0,3.64,rls,
AG,Prince,13,34.93,1324,42.22,Left-hand bat,9.0,-,-,2.44,rob,
JM,Kemp,4,13.33,250,32.00,Right-hand bat,79.5,24.66,53.2,2.78,rfm,
MV,Boucher,86,30.68,6100,50.80,Right-hand bat,1.2,6.00,8.0,4.50,rm,
SM,Pollock,95,31.35,6280,50.42,Right-hand bat,3607.2,22.29,56.9,2.34,rfm,
A,Nel,16,4.50,147,24.48,Right-hand bat,590.5,25.92,53.7,2.89,rfm,
CK,Langeveldt,5,7.50,49,30.61,Right-hand bat,128.3,33.30,59.3,3.36,rfm,
M,Ntini,60,10.37,843,55.39,Right-hand bat,2111.1,29.22,55.8,3.14,rf,
