Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
DA,Warner,13,43.85,1290,71.39,Left-hand bat,40.0,43.00,60.0,4.30,rls,
EJM,Cowan,11,34.00,1496,43.18,Left-hand bat,-,-,-,-,rls,
PJ,Hughes,18,35.57,2144,54.75,Left-hand bat,-,-,-,-,-,
SR,Watson,37,36.33,4749,50.49,Right-hand bat,648.0,30.01,62.7,2.87,rfm,
MJ,Clarke,87,52.33,12155,55.97,Right-hand bat,374.0,36.60,74.8,2.93,lo,
MEK,Hussey,77,51.67,12275,50.09,Left-hand bat,95.0,42.71,81.4,3.14,rm,
MS,Wade,7,39.80,790,50.37,Left-hand bat,1.0,-,-,0.00,rm,
FDM,Karunaratne,2,34.66,176,59.09,Left-hand bat,-,-,-,-,rm,
TM,Dilshan,83,41.30,7948,65.48,Right-hand bat,456.1,42.15,82.9,3.04,rob,
KC,Sangakkara,114,55.64,18515,53.79,Left-hand bat,13.0,-,-,3.23,rob,
DPMD,Jayawardene,136,49.86,20707,51.53,Right-hand bat,92.1,49.50,92.1,3.22,rm,
TT,Samaraweera,79,50.36,11565,47.02,Right-hand bat,221.1,45.93,88.4,3.11,rob,
AD,Mathews,29,41.76,3398,46.70,Right-hand bat,231.0,78.22,154.0,3.04,rm,
HAPW,Jayawardene,51,30.75,3765,49.82,Right-hand bat,-,-,-,-,-,
KMDN,Kulasekara,18,14.95,821,43.72,Right-hand bat,496.3,35.51,72.6,2.93,rfm,
HMRKB,Herath,43,14.12,1339,49.58,Left-hand bat,1912.4,29.79,64.1,2.78,lo,
RMS,Eranga,4,7.50,83,36.14,Right-hand bat,130.2,38.41,65.1,3.53,rfm,
UWMBCA,Welegedara,19,8.68,389,49.10,Right-hand bat,591.3,39.77,65.7,3.63,lfm,
PM,Siddle,35,14.95,1200,49.83,Right-hand bat,1286.0,28.67,57.1,3.01,rfm,
MA,Starc,6,36.00,239,75.31,Left-hand bat,198.5,29.20,49.7,3.52,lf,
NM,Lyon,17,15.72,372,46.50,Right-hand bat,637.5,31.92,68.3,2.80,rob,
BW,Hilfenhaus,27,13.65,655,54.19,Right-hand bat,1013.0,28.50,61.3,2.78,rfm,
