Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
DR,Flynn,18,28.53,1978,40.39,Left-hand bat,-,-,-,-,-,
MJ,Guptill,23,34.14,3301,43.44,Right-hand bat,46.2,39.20,55.6,4.23,rob,
BB,McCullum,65,36.87,6368,60.80,Right-hand bat,6.0,-,-,3.00,-,
LRPL,Taylor,38,43.20,4910,57.18,Right-hand bat,15.0,21.50,45.0,2.86,rob,
N,Wagner,1,8.50,131,12.97,Left-hand bat,38.0,144.00,228.0,3.78,lmf,
KS,Williamson,13,33.63,1701,43.50,Right-hand bat,93.3,51.00,80.1,3.81,rob,
DG,Brownlie,6,34.00,753,45.15,Right-hand bat,10.0,46.00,60.0,4.60,rm,
CFK,van Wyk,4,23.42,338,48.52,Right-hand bat,-,-,-,-,-,
DL,Vettori,112,30.10,7772,58.10,Left-hand bat,4778.2,34.42,79.6,2.59,lo,
DAJ,Bracewell,8,9.50,276,41.30,Right-hand bat,253.3,24.42,46.0,3.17,rfm,
CS,Martin,69,2.51,608,20.23,Right-hand bat,2291.2,33.79,60.0,3.37,rfm,
CH,Gayle,92,42.77,11038,59.67,Left-hand bat,1142.5,41.59,95.2,2.62,rob,
KOA,Powell,10,27.31,1138,45.60,Left-hand bat,-,-,-,-,-,
AB,Fudadin,2,45.00,296,30.40,Left-hand bat,5.0,-,-,2.20,rmf,
MN,Samuels,41,33.40,4803,46.59,Right-hand bat,479.3,67.04,119.8,3.35,rob,
S,Chanderpaul,143,50.19,24088,42.71,Left-hand bat,290.0,98.11,193.3,3.04,rls,
N,Deonarine,13,30.15,1419,40.38,Left-hand bat,160.5,34.69,74.2,2.80,rob,
D,Ramdin,46,23.54,3432,48.01,Right-hand bat,-,-,-,-,-,
DJG,Sammy,28,22.00,1540,67.14,Right-hand bat,842.4,33.36,71.2,2.81,rm,
SP,Narine,2,7.50,25,60.00,Left-hand bat,100.0,36.62,75.0,2.93,rob,
KAJ,Roach,20,9.61,778,32.13,Right-hand bat,667.0,28.14,51.9,3.24,rfm,
R,Rampaul,17,15.00,612,53.92,Left-hand bat,530.2,35.34,72.3,2.93,rfm,
