Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
G,Gambhir,34,49.92,5213,54.59,Left-hand bat,-,-,-,-,rls,
V,Sehwag,82,53.86,8941,81.93,Right-hand bat,541.3,42.12,83.3,3.03,rob,
R,Dravid,145,52.73,27598,42.41,Right-hand bat,20.0,39.00,120.0,1.95,rob,
SR,Tendulkar,172,56.71,,,Right-hand bat,667.4,52.61,91.0,3.46,-,
VVS,Laxman,115,47.63,15464,49.28,Right-hand bat,54.0,63.00,162.0,2.33,rob,
SK,Raina,5,49.14,581,59.20,Left-hand bat,26.0,41.50,78.0,3.19,rob,
MS,Dhoni,49,39.90,4421,59.57,Right-hand bat,3.0,-,-,6.33,rm,
Harbhajan,Singh,88,17.49,2774,64.31,Right-hand bat,4167.0,31.88,67.7,2.82,rob,
Z,Khan,75,12.83,1948,50.71,Right-hand bat,2511.4,32.38,58.6,3.31,lfm,
PP,Ojha,9,22.33,314,21.33,Left-hand bat,478.5,39.88,84.5,2.83,lo,
S,Sreesanth,19,12.21,392,59.18,Right-hand bat,626.1,33.43,58.7,3.41,rfm,
TG,McIntosh,14,27.32,1876,36.40,Left-hand bat,-,-,-,-,-,
BB,McCullum,53,35.39,4772,61.56,Right-hand bat,6.0,-,-,3.00,-,
BJ,Watling,5,25.37,486,41.76,Right-hand bat,-,-,-,-,-,
LRPL,Taylor,26,43.41,3227,61.88,Right-hand bat,10.0,9.00,30.0,1.80,rob,
JD,Ryder,12,52.68,1823,54.90,Left-hand bat,80.0,53.60,96.0,3.35,rm,
KS,Williamson,1,131.00,299,43.81,Right-hand bat,16.0,67.00,96.0,4.18,rob,
DL,Vettori,101,30.79,6936,57.71,Left-hand bat,4259.0,33.85,77.2,2.63,lo,
GJ,Hopkins,2,13.66,152,26.97,Right-hand bat,-,-,-,-,-,
JS,Patel,12,12.84,383,43.60,Right-hand bat,556.0,44.85,83.4,3.22,rob,
HK,Bennett,1,4.00,30,13.33,Left-hand bat,15.0,-,-,3.13,rmf,
CS,Martin,57,2.35,480,19.16,Right-hand bat,1895.5,34.64,60.8,3.41,rfm,
