Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
Mohammad,Hafeez,8,41.21,1306,44.18,Right-hand bat,93.0,75.66,186.0,2.44,rob,
Imran,Farhat,25,35.10,3210,50.31,Left-hand bat,42.1,66.00,84.3,4.69,rls,
Yasir,Hameed,18,38.81,2149,57.79,Right-hand bat,1.0,-,-,5.00,-,
Younis,Khan,51,48.50,7790,53.54,Right-hand bat,44.0,84.50,132.0,3.84,-,
Inzamam-ul-Haq,,117,50.24,16096,54.00,Right-hand bat,1.3,-,-,5.33,lo,
Faisal,Iqbal,18,25.76,1755,44.04,Right-hand bat,1.0,-,-,7.00,rob,
Kamran,Akmal,31,29.68,2307,61.76,Right-hand bat,-,-,-,-,-,
Shahid,Nazir,14,11.71,360,45.55,Right-hand bat,355.2,35.08,62.7,3.35,rfm,
Naved-ul-Hasan,,9,19.91,284,84.15,Right-hand bat,260.5,58.00,86.9,4.00,rmf,
Danish,Kaneria,44,7.35,469,48.61,Right-hand bat,2059.0,33.17,66.4,2.99,rls,
Mohammad,Asif,7,5.40,126,21.42,Left-hand bat,235.0,21.08,38.1,3.31,rfm,
AB,de Villiers,26,36.70,3249,53.09,Right-hand bat,33.0,49.50,99.0,3.00,rm,
GC,Smith,52,47.70,6915,60.01,Left-hand bat,210.5,93.75,158.1,3.55,rob,
HM,Amla,11,29.50,1339,44.06,Right-hand bat,1.0,-,-,4.00,-,
JH,Kallis,105,55.27,19226,42.83,Right-hand bat,2345.5,32.06,68.3,2.81,rfm,
AG,Prince,27,43.53,3983,42.63,Left-hand bat,13.0,31.00,78.0,2.38,rob,
HH,Gibbs,83,43.71,11740,50.26,Right-hand bat,1.0,-,-,4.00,-,
MV,Boucher,100,29.78,7353,50.63,Right-hand bat,1.2,6.00,8.0,4.50,rm,
SM,Pollock,106,32.53,7111,52.60,Right-hand bat,4003.5,23.20,58.3,2.38,rfm,
PL,Harris,2,10.50,58,36.20,Right-hand bat,92.2,27.77,61.5,2.70,lo,
A,Nel,26,7.26,428,39.01,Right-hand bat,952.1,30.12,59.5,3.03,rfm,
M,Ntini,73,10.01,1104,54.43,Right-hand bat,2574.3,28.03,52.3,3.21,rf,
