Initials,Surname,Matches,BatAvg,BallsFaced,BatSR,BatArm,OversBowled,BowlAvg,BowlSR,BowlEcon,BowlType,Team
ME,Trescothick,58,43.59,8231,53.49,Left-hand bat,50.0,155.00,300.0,3.10,rm,
AJ,Strauss,11,60.10,2374,50.63,Left-hand bat,-,-,-,-,lm,
RWT,Key,14,33.26,1597,47.90,Right-hand bat,-,-,-,-,rob,
MP,Vaughan,54,44.41,7793,51.28,Right-hand bat,151.0,86.00,151.0,3.41,rob,
GP,Thorpe,97,43.90,14211,46.03,Left-hand bat,23.0,-,-,1.60,rm,
MJ,Hoggard,37,9.41,1179,23.15,Right-hand bat,1332.5,30.90,56.7,3.26,rfm,
A,Flintoff,44,31.58,3185,67.44,Right-hand bat,1285.5,35.94,74.1,2.90,rfm,
GO,Jones,12,30.82,886,59.14,Right-hand bat,-,-,-,-,-,
AF,Giles,44,20.45,2396,45.24,Right-hand bat,1696.0,36.96,80.7,2.74,lo,
SJ,Harmison,27,11.24,506,55.53,Right-hand bat,1015.1,27.92,55.8,2.99,rfm,
GC,Smith,32,52.80,4485,61.22,Left-hand bat,92.5,63.60,111.4,3.42,rob,
HH,Gibbs,63,48.88,9801,51.37,Right-hand bat,-,-,-,-,-,
JA,Rudolph,22,41.48,3300,44.00,Left-hand bat,81.0,73.50,121.5,3.62,rls,
JH,Kallis,86,54.82,15789,42.36,Right-hand bat,1945.0,31.69,68.6,2.77,rfm,
HH,Dippenaar,31,29.97,3457,39.89,Right-hand bat,-,-,-,-,rob,
AB,de Villiers,4,23.00,286,56.29,Right-hand bat,-,-,-,-,rm,
MV,Boucher,77,30.93,5484,51.89,Right-hand bat,-,-,-,-,rm,
SM,Pollock,91,31.51,6225,50.12,Right-hand bat,3477.2,21.98,56.2,2.34,rfm,
N,Boje,28,24.02,1879,46.03,Left-hand bat,943.4,34.33,72.5,2.83,lo,
M,Ntini,53,10.52,781,53.90,Right-hand bat,1861.2,29.71,56.9,3.12,rf,
DW,Steyn,3,12.50,44,56.81,Right-hand bat,100.2,52.00,75.2,4.14,rf,
JM,Anderson,12,17.00,191,35.60,Left-hand bat,339.0,36.40,58.1,3.75,rfm,
